stat_no	year	month	day	hour	dd	ff	n	pppp	ttt	txtxtx	tntntn	rh	rrr6	sss
4410	1987	9	23	12	280	5			-42			30		
4410	1987	9	23	15	270	5			-75			37		
4410	1987	9	24	0	220	15			-156			50		
4410	1987	9	24	6	350	10			-183			61		
4410	1987	9	24	9	320	21			-166			66		
4410	1987	9	24	12	310	15			-145			62		
4410	1987	9	24	15	310	26			-145			63		
4410	1987	9	24	18	270	26			-157			65		
4410	1987	9	24	21	270	36			-163			69		
4410	1987	9	25	0	300	26			-175			69		
4410	1987	9	25	9	310	36			-200			91		
4410	1987	9	25	12	330	26			-195			85		
4410	1987	9	28	12	140	31			-81			99		
4410	1987	9	28	15	200	21			-95			98		
4410	1987	9	28	18	190	10			-111			98		
4410	1987	9	29	3	0	0			-123			98		
4410	1987	9	29	6	0	0			-124			98		
4410	1987	9	29	9	0	0			-112			98		
4410	1987	9	29	12	0	0			-88			86		
4410	1987	9	29	15	0	0			-76			78		
4410	1987	9	29	18	0	0			-95			89		
4410	1987	9	30	0	120	10			-113			98		
4410	1987	9	30	3	120	10			-112			98		
4410	1987	9	30	9	0	0			-112			98		
4410	1987	9	30	12	0	0			-99			98		
4410	1987	9	30	15	0	0			-101			97		
4410	1987	9	30	18	0	0			-123			97		
4410	1987	10	1	0	170	5			-131			100		
4410	1987	10	1	3	0	0			-123			81		
4410	1987	10	1	9	0	0			-120			79		
4410	1987	10	1	12	270	10			-110			70		
4410	1987	10	1	15	260	10			-123			76		
4410	1987	10	1	18	320	10			-117			74		
4410	1987	10	2	3	240	10			-136			74		
4410	1987	10	2	9	240	31			-162			84		
4410	1987	10	2	12	260	31			-152			78		
4410	1987	10	2	15	280	36			-144			74		
4410	1987	10	2	18	220	31			-144			71		
4410	1987	10	3	0	280	26			-157			79		
4410	1987	10	3	3	270	31			-166			82		
4410	1987	10	3	9	320	26			-148			74		
4410	1987	10	3	12	340	10			-112			48		
4410	1987	10	3	18	100	26			-155			94		
4410	1987	10	4	3	90	36			-184			96		
4410	1987	10	4	9	50	36			-178			96		
4410	1987	10	4	12	10	26			-190			96		
4410	1987	10	4	15	20	26			-181			95		
4410	1987	10	4	18	50	21			-183			96		
4410	1987	10	5	3	360	21			-221			96		
4410	1987	10	5	6	340	15			-223			95		
4410	1987	10	5	9	340	21			-234			72		
4410	1987	10	5	12	360	21			-231			94		
4410	1987	10	5	15	360	10			-219			95		
4410	1987	10	5	18	350	5			-249			94		
4410	1987	10	6	6	10	5			-270			95		
4410	1987	10	6	9	20	5			-274			95		
4410	1987	10	6	12	20	5			-237			94		
4410	1987	10	6	15	360	5			-206			96		
4410	1987	10	6	18	360	10			-236			96		
