stat_no	year	month	day	hour	dd	ff	n	pppp	ttt	txtxtx	tntntn	rh	rrr6	sss
4495	1980	10	1	18	0	0		9950	-10	-2		100	0	
4495	1980	10	2	0	200	10		9962	-10			100	20	
4495	1980	10	2	3	220	20		9961	-20			93		
4495	1980	10	2	6	230	40		9957	-10		-10	93	20	
4495	1980	10	2	9	240	70		9951	10			80		
4495	1980	10	2	12	260	80		9956	20				30	
4495	1980	10	2	15	270	70		9958	30			52		
4495	1980	10	2	18	280	60		9966	40	40			0	
4495	1980	10	3	0	230	40		9983	40			35	0	
4495	1980	10	3	3	250	60		9987	40			38		
4495	1980	10	3	6	230	20		9981	40		20	38	0	
4495	1980	10	3	9	260	80		9980	30			44		
4495	1980	10	3	12	270	60		9976	40			41	0	
4495	1980	10	3	21	220	50		9916	50			93		
4495	1980	10	4	0	220	60		9909	70			81	30	
4495	1980	10	4	3	200	60		9908	70			81		
4495	1980	10	4	6	230	30		9900	60		0	75	30	
4495	1980	10	4	12	120	10		9952	20			85	0	
4495	1980	10	4	15	150	40		9969	30			87		
4495	1980	10	4	18	280	90		9989	60	60		61	0	
4495	1980	10	4	21	260	110		10016	60			42		
4495	1980	10	5	0	270	70		10035	40			48	0	
4495	1980	10	5	3	260	80		10043	40			41		
4495	1980	10	5	6	270	80		10040	30		30	44	0	
4495	1980	10	5	9	270	60		10032	30			41		
4495	1980	10	5	12	260	80		10015	30			35	0	
4495	1980	10	5	15	280	80		9990	30			100		
4495	1980	10	5	18	280	70		9971	30	40		100	0	
4495	1980	10	5	21	270	110		9959	20			35		
4495	1980	10	6	0	270	100		9975	10			40	0	
4495	1980	10	6	3	270	70		9999	10			37		
4495	1980	10	6	6	280	40		10027	10		0	37	0	
4495	1980	10	6	9	250	30		10063	10			40		
4495	1980	10	6	12	280	30		10086	20			37	0	
4495	1980	10	6	15	280	20		10106	30			41		
4495	1980	10	6	18	280	10		10102	40	40		41	0	
4495	1980	10	6	21	270	50		10100	20			44		
4495	1980	10	7	0	290	10		10115	10			51	0	
4495	1980	10	7	3	300	10		10128	-2			70		
4495	1980	10	7	6	300	20		10134	-2		-2	65	0	
4495	1980	10	7	9	290	20		10143	-2			65		
4495	1980	10	7	12	290	30		10157	-2			65	0	
4495	1980	10	7	15	70	20		10166	30			60		
4495	1980	10	7	18	60	20		10179	10	20		80	0	
4495	1980	10	7	21	70	10		10186	-2			88		
4495	1980	10	8	0	290	10		10197	-10			86	0	
4495	1980	10	8	3	320	20		10199	-2			75		
4495	1980	10	8	6	200	30		10192	-2		-2	75	0	
4495	1980	10	8	9	300	20		10190	-2			75		
4495	1980	10	8	12	30	30		10180	30			70	0	
4495	1980	10	8	21	20	30		10174	10			86		
4495	1980	10	9	0	10	40		10168	10			86	0	
4495	1980	10	9	3	10	70		10161	10			75		
4495	1980	10	9	6	10	80		10157	10		0	80	0	
4495	1980	10	9	9	10	80		10163	10			75		
4495	1980	10	9	15	10	60		10185	10			69		
4495	1980	10	9	18	10	50		10198	20	20		60	0	
4495	1980	10	9	21	10	40		10211	10			69		
4495	1980	10	10	0	310	30		10220	10			75	0	
4495	1980	10	10	3	330	20		10223	10			86		
4495	1980	10	10	6	10	60		10226	0		0	93	0	
4495	1980	10	10	9	10	60		10226	0			99		
4495	1980	10	10	12	10	110		10228	-2			94	10	
4495	1980	10	10	15	20	100		10217	0			99		
4495	1980	10	10	18	10	130		10191	-10	0		93	40	
4495	1980	10	10	21	10	140		10170	-10			100		
4495	1980	10	11	0	20	120		10140	-2			100	40	
4495	1980	10	11	3	10	180		10097	-10			100		
4495	1980	10	11	6	10	200		10057	-10		-10	93	170	
4495	1980	10	11	9	10	260		10028	-10			100		
4495	1980	10	11	12	10	230		10007	-2				0	
4495	1980	10	11	15	10	210		9968	20			80		
4495	1980	10	11	18	10	170		9939	20	20		87	90	
4495	1980	10	11	21	350	160		9923	30			81		
4495	1980	10	12	0	350	140		9916	20			87	0	
4495	1980	10	12	3	10	150		9918	20			87		
4495	1980	10	12	6	330	110		9923	30		10	79	0	
4495	1980	10	12	9	310	70		9979	30			79		
4495	1980	10	12	12	360	10		10027	30			75	0	
4495	1980	10	12	15	130	10		10058	40			65		
4495	1980	10	12	18	130	20		10074	30	40		75	0	
4495	1980	10	12	21	0	20		10103	10			92		
4495	1980	10	13	0	240	10		10126	20			80	0	
4495	1980	10	13	3	220	30		10130						
4495	1980	10	13	6	290	10		10154	10		0	86	0	
4495	1980	10	13	9	290	10		10175	10			86		
4495	1980	10	13	12	290	10		10190	20			80	0	
4495	1980	10	13	15	330	10		10197	30			79		
4495	1980	10	13	18	10	10		10206	30	30		79	0	
4495	1980	10	13	21	10	20		10223	30			75		
4495	1980	10	14	0	350	10		10232	30			81	0	
4495	1980	10	14	3	10	60		10242	30			87		
