stat_no	year	month	day	hour	dd	ff	n	pppp	ttt	txtxtx	tntntn	rh	rrr6	sss
4415	1990	5	23	6										
4415	1991	1	2	9	140	46			-349			95		
4415	1991	1	2	15	150	31			-343			95		
4415	1991	1	2	18	190	21			-330			95		
4415	1991	1	3	0	220	26			-394			95		
4415	1991	1	3	3	240	21			-414			95		
4415	1991	1	3	6	240	15			-379			94		
4415	1991	1	3	9	240	10			-359			95		
4415	1991	1	3	12	240	0			-372			95		
4415	1991	1	3	15	240	0			-393			95		
4415	1991	1	3	18	240	0			-360			95		
4415	1991	1	4	0	120	0			-362			95		
4415	1991	1	4	3	120	0			-362			95		
4415	1991	1	4	6	130	0			-366			94		
4415	1991	1	4	9	160	0			-386			98		
4415	1991	1	4	12	140	0			-385			94		
4415	1991	1	4	15	200	0			-374			95		
4415	1991	1	4	18	200	0			-342			95		
4415	1991	1	5	0	260	0			-337			95		
4415	1991	1	5	3	260	0			-353			95		
4415	1991	1	5	6	260	0			-356			95		
4415	1991	1	5	9	260	0			-386			94		
4415	1991	1	5	12	260	0			-391			94		
4415	1991	1	5	15	260	0			-382			94		
4415	1991	1	5	18	260	0			-343			94		
4415	1991	1	6	0	90	0			-337			95		
4415	1991	1	6	3	90	0			-365			95		
4415	1991	1	6	6	100	0			-374			95		
4415	1991	1	6	9	100	0			-355			94		
4415	1991	1	6	12	200	0			-343			95		
4415	1991	1	6	15	230	0			-346			95		
4415	1991	1	6	18	230	0			-346			95		
4415	1991	1	7	0	230	0			-334			95		
4415	1991	1	7	3	280	0			-352			95		
4415	1991	1	7	6	250	0			-340			95		
4415	1991	1	7	9	270	0			-349			95		
4415	1991	1	7	12	280	0			-369			94		
4415	1991	1	7	15	260	0			-359			95		
4415	1991	1	7	18	250	0			-346			94		
4415	1991	1	8	3	360	0			-469			94		
4415	1991	1	8	6	360	0			-472			94		
4415	1991	1	8	9	360	0			-472			94		
4415	1991	1	8	12	360	0			-483			93		
4415	1991	1	8	15	360	0			-488			94		
4415	1991	1	8	18	360	0			-474			94		
4415	1991	1	9	0	360	0			-512			94		
4415	1991	1	9	3	360	0			-430			94		
4415	1991	1	9	6	360	0			-412			94		
4415	1991	1	9	9	360	0			-407			94		
4415	1991	1	9	12	360	0			-407			94		
4415	1991	1	9	15	360	0			-482			94		
4415	1991	1	9	18	360	0			-507			94		
4415	1991	1	9	21	360	0			-468			94		
4415	1991	1	10	0	360	0			-447			94		
4415	1991	1	10	3	360	0			-428			95		
4415	1991	1	10	6	360	0			-429			95		
4415	1991	1	10	9	360	0			-475			94		
4415	1991	1	10	12	360	0			-515			94		
4415	1991	1	10	15	360	0			-501			94		
4415	1991	1	10	18	360	0			-501			94		
4415	1991	1	10	21	360	0			-515			93		
4415	1991	1	11	0	360	0			-515			93		
4415	1991	1	11	3	360	0			-529			94		
4415	1991	1	11	9	360	0			-547			92		
4415	1991	1	11	12	360	0			-497			92		
4415	1991	1	11	15	360	0			-497			92		
4415	1991	1	11	18	360	0			-446			94		
4415	1991	1	12	0	360	0			-442			93		
4415	1991	1	12	3	360	0			-454			94		
4415	1991	1	12	6	360	0			-454			92		
4415	1991	1	12	9	360	0			-454			92		
4415	1991	1	12	12	360	0			-429			94		
4415	1991	1	12	15	360	0			-430			94		
4415	1991	1	12	18	360	0			-497			92		
4415	1991	1	12	21	360	0			-518			92		
4415	1991	1	13	0	360	0			-516			92		
4415	1991	1	13	3	360	0			-495			92		
4415	1991	1	13	9	360	0			-388			93		
4415	1991	1	13	12	360	0			-356			93		
4415	1991	1	13	15	360	57			-335			94		
4415	1991	1	13	18	360	72			-324			93		
4415	1991	1	13	21	360	103			-316			94		
4415	1991	1	14	0	360	98			-332			94		
4415	1991	1	14	3	360	87			-327			95		
4415	1991	1	14	6	360	72			-318			94		
4415	1991	1	14	9	220	46			-327			94		
4415	1991	1	14	12	180	41			-377			94		
4415	1991	1	14	15	360	31			-375			94		
4415	1991	1	14	18	180	41			-333			94		
4415	1991	1	14	21	200	57			-346			94		
4415	1991	1	15	0	240	51			-357			94		
4415	1991	1	15	3	360	41			-348			94		
4415	1991	1	15	6	360	41			-348			94		
4415	1991	1	15	9	360	41			-400			94		
4415	1991	1	15	12	360	31			-414			94		
4415	1991	1	15	15	360	26			-356			93		
4415	1991	1	15	18	360	36			-393			94		
4415	1991	1	15	21	360	41			-411			94		
4415	1991	1	16	0	360	41			-353			94		
4415	1991	1	16	3	360	36			-333			94		
4415	1991	1	16	6	160	41			-307			94		
4415	1991	1	16	9	180	51			-306			94		
4415	1991	1	16	12	180	46			-340			95		
4415	1991	1	16	15	360	41			-356			93		
4415	1991	1	16	18	360	36			-387			94		
4415	1991	1	16	21	86	38			-324			94		
4415	1991	1	17	0	360	46			-340			94		
4415	1991	1	17	3	360	41			-343			93		
4415	1991	1	17	6	360	51			-345			94		
4415	1991	1	17	9	360	57			-311			94		
4415	1991	1	17	12	360	62			-337			95		
4415	1991	1	17	15	360	57			-358			94		
4415	1991	1	17	18	360	51			-380			94		
4415	1991	1	17	21	360	51			-385			94		
4415	1991	1	18	0	360	46			-421			93		
4415	1991	1	18	3	360	41			-436			93		
4415	1991	1	18	6	360	36			-451			94		
4415	1991	1	18	9	360	36			-460			93		
4415	1991	1	18	12	360	36			-460			93		
4415	1991	1	18	15	360	31			-454			94		
4415	1991	1	18	18	360	31			-471			93		
4415	1991	1	18	21	360	15			-504			92		
4415	1991	1	19	0	360	10			-525			93		
4415	1991	1	19	3	360	10			-529			93		
4415	1991	1	19	6	360	10			-455			94		
4415	1991	1	19	9	360	10			-439			93		
4415	1991	1	19	12	360	0			-415			94		
4415	1991	1	19	15	360	5			-381			94		
4415	1991	1	19	18	360	5			-381			94		
4415	1991	1	19	21	360	31			-469			93		
4415	1991	1	20	3	360	41			-451			94		
4415	1991	1	20	6	360	46			-415			94		
4415	1991	1	20	9	360	62			-387			93		
4415	1991	1	20	12	360	67			-363			94		
4415	1991	1	20	15	360	67			-363			94		
4415	1991	1	20	18	360	82			-321			94		
4415	1991	1	20	21	360	67			-307			94		
4415	1991	1	21	0	360	82			-293			95		
4415	1991	1	21	3	360	67			-326			94		
4415	1991	1	21	6	360	57			-331			94		
4415	1991	1	21	9	360	57			-331			94		
4415	1991	1	21	12	360	26			-336			95		
4415	1991	1	21	15	360	26			-326			94		
4415	1991	1	21	18	360	21			-330			95		
4415	1991	1	21	21	360	26			-355			94		
4415	1991	1	22	0	360	26			-379			94		
4415	1991	1	22	3	360	26			-379			94		
4415	1991	1	22	6	360	31			-413			93		
4415	1991	1	22	9	360	41			-446			94		
4415	1991	1	22	12	360	57			-451			94		
4415	1991	1	22	15	360	57			-470			93		
4415	1991	1	22	18	360	36			-518			93		
4415	1991	1	22	21	360	21			-465			93		
4415	1991	1	23	0	360	36			-397			93		
4415	1991	1	23	3	360	57			-325			94		
4415	1991	1	23	6	230	98			-265			95		
4415	1991	1	23	9	220	93			-244			95		
4415	1991	1	23	12	230	113			-229			96		
4415	1991	1	23	15	230	185			-211			96		
4415	1991	1	23	18	230	185			-211			96		
4415	1991	1	23	21	220	139			-242			96		
4415	1991	1	24	0	240	159			-235			96		
4415	1991	1	24	3	240	149			-264			95		
4415	1991	1	24	6	240	98			-283			95		
4415	1991	1	24	9	310	129			-360			94		
4415	1991	1	24	12	300	123			-382			94		
4415	1991	1	24	15	310	77			-441			94		
4415	1991	1	24	18	320	41			-471			93		
4415	1991	1	25	0	360	21			-415			94		
4415	1991	1	25	3	100	36			-471			93		
4415	1991	1	25	6	360	41			-460			93		
4415	1991	1	25	9	360	41			-460			93		
4415	1991	1	25	12	360	82			-328			94		
4415	1991	1	25	15	350	103			-323			94		
4415	1991	1	25	18	360	123			-325			94		
4415	1991	1	26	0	360	103			-346			93		
4415	1991	1	26	3	360	82			-340			94		
4415	1991	1	26	6	360	46			-327			94		
4415	1991	1	26	9	360	51			-330			95		
4415	1991	1	26	12	260	67			-330			94		
4415	1991	1	26	15	270	77			-296			94		
4415	1991	1	26	18	270	103			-324			94		
4415	1991	1	26	21	260	82			-353			94		
4415	1991	1	27	0	240	77			-366			94		
4415	1991	1	27	3	240	62			-356			94		
4415	1991	1	27	6	220	62			-285			95		
4415	1991	1	27	9	180	82			-264			95		
4415	1991	1	27	12	180	82			-264			95		
4415	1991	1	27	15	180	149			-238			96		
4415	1991	1	27	18	180	159			-232			96		
4415	1991	1	27	21	190	185			-216			95		
4415	1991	1	28	0	270	159			-275			95		
4415	1991	1	28	3	210	62			-351			94		
4415	1991	1	28	6	230	36			-407			94		
4415	1991	1	28	9	230	41			-410			94		
4415	1991	1	28	12	230	41			-422			93		
4415	1991	1	28	15	250	46			-418			93		
4415	1991	1	28	18	240	51			-450			94		
4415	1991	1	28	21	240	41			-474			93		
4415	1991	1	29	0	260	31			-454			92		
4415	1991	1	29	3	260	36			-459			93		
4415	1991	1	29	6	360	36			-469			93		
4415	1991	1	29	9	360	26			-444			94		
4415	1991	1	29	12	360	26			-399			93		
4415	1991	1	29	15	360	26			-399			93		
4415	1991	1	29	18	360	46								
4415	1991	1	29	21	360	46			-436			93		
4415	1991	1	30	0	360	41			-437			93		
4415	1991	1	30	3	360	41			-457			94		
4415	1991	1	30	6	360	41			-451			93		
4415	1991	1	30	9	360	46			-454			92		
4415	1991	1	30	12	360	46			-469			93		
4415	1991	1	30	15	360	46			-465			92		
4415	1991	1	30	18	360	36			-465			93		
4415	1991	1	30	21	360	21			-394			93		
4415	1991	1	31	0	360	21			-408			94		
4415	1991	1	31	3	360	21			-408			94		
4415	1991	1	31	6	360	41			-456			94		
4415	1991	1	31	9	360	36			-408			94		
4415	1991	1	31	12	360	41			-354			94		
4415	1991	1	31	15	360	93			-323			95		
4415	1991	1	31	18	360	118			-320			95		
4415	1991	1	31	21	360	134			-328			94		
4415	1991	2	1	0	360	113			-342			94		
4415	1991	2	1	3	360	93			-383			94		
4415	1991	2	1	6	360	77			-417			94		
4415	1991	2	1	9	360	46			-394			94		
4415	1991	2	1	12	360	51			-443			94		
4415	1991	2	1	15	360	62			-442			93		
4415	1991	2	1	18	360	62			-442			93		
4415	1991	2	1	21	360	62			-428			93		
4415	1991	2	2	0	360	98			-330			94		
4415	1991	2	2	3	360	118			-323			95		
4415	1991	2	2	6	360	118			-323			95		
4415	1991	2	2	9	360	36			-300			95		
4415	1991	2	2	12	160	134			-300			94		
4415	1991	2	2	15	180	170			-310			95		
4415	1991	2	2	18	180	118			-341			94		
4415	1991	2	2	21	180	93			-351			94		
4415	1991	2	3	0	190	98			-350			93		
4415	1991	2	3	3	210	82			-360			94		
4415	1991	2	3	6	200	72			-395			94		
4415	1991	2	3	18	360	103			-327			95		
4415	1991	2	4	3	360	190			-307			94		
4415	1991	2	4	6	360	154			-314			94		
4415	1991	2	4	9	360	149			-348			94		
4415	1991	2	4	12	360	139			-387			94		
4415	1991	2	4	15	360	118			-399			94		
4415	1991	2	4	18	360	103			-421			93		
4415	1991	2	4	21	360	67			-474			93		
4415	1991	2	5	0	360	41			-481			93		
4415	1991	2	5	3	360	36			-477			93		
4415	1991	2	5	6	360	36			-431			93		
4415	1991	2	5	9	360	36			-400			94		
