stat_no	year	month	day	hour	precip	periode
34234	2005	4	13	12	241	48
34234	2005	4	22	12	0	216
34234	2005	4	23	12	0	24
34234	2005	4	25	12	-1	48
34234	2005	4	26	12	-1	24
34234	2005	4	27	12	0	24
34234	2005	4	28	12	0	24
34234	2005	4	29	12	-1	24
34234	2005	5	1	12	74	48
34234	2005	5	2	12	0	24
34234	2005	5	3	12	-1	24
34234	2005	5	4	12	83	24
34234	2005	5	5	12	20	24
34234	2005	5	6	12	-1	24
34234	2005	5	7	12	-1	24
34234	2005	5	9	12	61	48
34234	2005	5	10	12	0	24
34234	2005	5	11	12	21	24
34234	2005	5	12	12	117	24
34234	2005	5	16	12	350	96
34234	2005	5	17	12	-1	24
34234	2005	5	18	12	0	24
34234	2005	5	19	12	0	24
34234	2005	5	20	12	0	24
34234	2005	5	21	12	9	24
34234	2005	5	23	12	-1	48
34234	2005	5	25	12	84	48
34234	2005	5	27	12	-1	48
34234	2005	5	28	12	0	24
34234	2005	5	30	12	69	48
34234	2005	5	31	12	10	24
34234	2005	6	1	12	18	24
34234	2005	6	2	12	7	24
34234	2005	6	6	12	0	96
34234	2005	6	7	12	0	24
34234	2005	6	8	12	0	24
34234	2005	6	9	12	-1	24
34234	2005	6	10	12	-1	24
34234	2005	6	11	12	0	24
34234	2005	6	12	12	0	24
34234	2005	6	13	12	0	24
34234	2005	6	14	12	0	24
34234	2005	6	15	12	0	24
34234	2005	6	16	12	0	24
34234	2005	6	17	12	0	24
34234	2005	6	18	12	0	24
34234	2005	6	20	12	22	48
34234	2005	6	21	12	-1	24
34234	2005	6	22	12	50	24
34234	2005	6	23	12	16	24
34234	2005	6	24	12	-1	24
34234	2005	6	25	12	-1	24
34234	2005	6	27	12	0	48
34234	2005	6	28	12	0	24
34234	2005	6	29	12	0	24
34234	2005	6	30	12	18	24
34234	2005	7	1	12	-1	24
34234	2005	7	2	12	0	24
34234	2005	7	4	12	28	48
34234	2005	7	5	12	23	24
34234	2005	7	6	12	0	24
34234	2005	7	7	12	11	24
34234	2005	7	8	12	0	24
34234	2005	7	9	12	0	24
34234	2005	7	11	12	0	48
34234	2005	7	12	12	1	24
34234	2005	7	13	12	-1	24
34234	2005	7	14	12	493	24
34234	2005	7	15	12	43	24
34234	2005	7	16	12	-1	24
34234	2005	7	18	12	12	48
34234	2005	7	19	12	-1	24
34234	2005	7	20	12	0	24
34234	2005	7	21	12	0	24
34234	2005	7	22	12	0	24
34234	2005	7	23	12	10	24
34234	2005	7	25	12	70	48
34234	2005	7	26	12	-1	24
34234	2005	7	27	12	0	24
34234	2005	7	28	12	0	24
34234	2005	7	30	12	193	48
34234	2005	8	1	12	-1	48
34234	2005	8	2	12	3	24
34234	2005	8	3	12	-1	24
34234	2005	8	4	12	0	24
34234	2005	8	5	12	0	24
34234	2005	8	6	12	0	24
34234	2005	8	8	12	0	48
34234	2005	8	9	12	0	24
34234	2005	8	11	12	21	48
34234	2005	8	12	12	-1	24
34234	2005	8	13	12	0	24
34234	2005	8	15	12	10	48
34234	2005	8	16	12	0	24
34234	2005	8	17	12	0	24
34234	2005	8	18	12	0	24
34234	2005	8	19	12	0	24
34234	2005	8	20	12	15	24
34234	2005	8	22	12	54	48
34234	2005	8	23	12	-1	24
34234	2005	8	24	12	55	24
34234	2005	8	25	12	3	24
34234	2005	8	26	12	48	24
34234	2005	8	27	12	1	24
34234	2005	8	29	12	-1	48
34234	2005	8	30	12	0	24
34234	2005	8	31	12	30	24
34234	2005	9	1	12	74	24
34234	2005	9	2	12	37	24
34234	2005	9	3	12	0	24
34234	2005	9	5	12	0	48
34234	2005	9	6	12	0	24
34234	2005	9	7	12	0	24
34234	2005	9	8	12	0	24
34234	2005	9	10	12	0	48
34234	2005	9	12	12	-1	48
34234	2005	9	13	12	16	24
34234	2005	9	14	12	24	24
34234	2005	9	16	12	231	48
34234	2005	9	17	12	101	24
34234	2005	9	19	12	91	48
34234	2005	9	20	12	0	24
34234	2005	9	21	12	5	24
34234	2005	9	22	12	76	24
34234	2005	9	23	12	52	24
34234	2005	9	24	12	0	24
34234	2005	9	26	12	-1	48
34234	2005	9	27	12	25	24
34234	2005	9	28	12	0	24
34234	2005	9	29	12	0	24
34234	2005	9	30	12	0	24
34234	2005	10	1	12	116	24
34234	2005	10	3	12	3	48
34234	2005	10	4	12	0	24
34234	2005	10	5	12	0	24
34234	2005	10	6	12	11	24
34234	2005	10	7	12	13	24
34234	2005	10	8	12	0	24
34234	2005	10	10	12	0	48
34234	2005	10	11	12	0	24
34234	2005	10	12	12	18	24
34234	2005	10	13	12	215	24
34234	2005	10	14	12	37	24
34234	2005	10	15	12	0	24
34234	2005	10	17	12	0	48
34234	2005	10	18	12	0	24
34234	2005	10	19	12	0	24
34234	2005	10	20	12	0	24
34234	2005	10	21	12	0	24
34234	2005	10	22	12	0	24
34234	2005	10	24	12	-1	48
34234	2005	10	25	12	95	24
34234	2005	10	26	12	3	24
34234	2005	10	27	12	-1	24
34234	2005	10	28	12	-1	24
34234	2005	10	29	12	6	24
34234	2005	10	31	12	0	48
34234	2005	11	1	12	-1	24
34234	2005	11	2	12	51	24
34234	2005	11	3	12	12	24
34234	2005	11	4	12	6	24
34234	2005	11	5	12	-1	24
34234	2005	11	7	12	49	48
34234	2005	11	8	12	0	24
34234	2005	11	9	12	78	24
34234	2005	11	10	12	60	24
34234	2005	11	11	12	40	24
34234	2005	11	12	12	0	24
34234	2005	11	14	12	14	48
34234	2005	11	15	12	2	24
34234	2005	11	16	12	22	24
34234	2005	11	17	12	7	24
34234	2005	11	18	12	1	24
34234	2005	11	19	12	12	24
34234	2005	11	21	12	98	48
34234	2005	11	22	12	0	24
34234	2005	11	23	12	-1	24
34234	2005	11	24	12	132	24
34234	2005	11	25	12	21	24
34234	2005	11	26	12	4	24
34234	2005	11	28	12	6	48
34234	2005	11	29	12	30	24
34234	2005	12	2	12	0	72
34234	2005	12	3	12	0	24
34234	2005	12	5	12	0	48
34234	2005	12	6	12	7	24
34234	2005	12	7	12	0	24
34234	2005	12	8	12	0	24
34234	2005	12	9	12	4	24
34234	2005	12	10	12	10	24
34234	2005	12	12	12	102	48
34234	2005	12	14	12	75	48
34234	2005	12	15	12	33	24
34234	2005	12	17	12	-1	48
34234	2005	12	19	12	29	48
34234	2005	12	20	12	2	24
34234	2005	12	21	12	10	24
34234	2005	12	22	12	-1	24
34234	2005	12	23	12	-1	24
34234	2005	12	27	12	26	96
34234	2005	12	28	12	21	24
34234	2005	12	29	12	0	24
34234	2005	12	30	12	0	24
34234	2006	1	2	12	33	24
34234	2006	1	3	12	5	24
34234	2006	1	4	12	-1	24
34234	2006	1	5	12	32	24
34234	2006	1	6	12	13	24
34234	2006	1	7	12	64	24
34234	2006	1	9	12	10	48
34234	2006	1	10	12	-1	24
34234	2006	1	11	12	192	24
34234	2006	1	12	12	95	24
34234	2006	1	13	12	6	24
34234	2006	1	14	12	-1	24
34234	2006	1	16	12	0	48
34234	2006	1	17	12	0	24
34234	2006	1	18	12	10	24
34234	2006	1	19	12	4	24
34234	2006	1	20	12	0	24
34234	2006	1	21	12	15	24
34234	2006	1	23	12	-1	48
34234	2006	1	24	12	8	24
34234	2006	1	25	12	3	24
34234	2006	1	26	12	-1	24
34234	2006	1	27	12	27	24
34234	2006	1	28	12	-1	24
34234	2006	1	30	12	2	48
34234	2006	1	31	12	5	24
34234	2006	2	1	12	0	24
34234	2006	2	2	12	0	24
34234	2006	2	3	12	0	24
34234	2006	2	4	12	0	24
34234	2006	2	6	12	0	48
34234	2006	2	7	12	0	24
34234	2006	2	8	12	3	24
34234	2006	2	9	12	7	24
34234	2006	2	10	12	6	24
34234	2006	2	11	12	0	24
34234	2006	2	13	12	3	48
34234	2006	2	14	12	0	24
34234	2006	2	16	12	0	48
34234	2006	2	17	12	0	24
34234	2006	2	18	12	3	24
34234	2006	2	20	12	4	48
34234	2006	2	21	12	4	24
34234	2006	2	22	12	30	24
34234	2006	2	23	12	13	24
34234	2006	2	24	12	0	24
34234	2006	2	25	12	0	24
34234	2006	2	27	12	0	48
34234	2006	2	28	12	0	24
34234	2006	3	1	12	0	24
34234	2006	3	2	12	0	24
34234	2006	3	3	12	0	24
34234	2006	3	4	12	0	24
34234	2006	3	6	12	0	48
34234	2006	3	7	12	22	24
34234	2006	3	8	12	0	24
34234	2006	3	9	12	-1	24
34234	2006	3	10	12	0	24
34234	2006	3	11	12	0	24
34234	2006	3	13	12	0	48
34234	2006	3	14	12	0	24
34234	2006	3	15	12	0	24
34234	2006	3	16	12	0	24
34234	2006	3	17	12	31	24
34234	2006	3	18	12	3	24
34234	2006	3	20	12	0	48
34234	2006	3	21	12	0	24
34234	2006	3	22	12	0	24
34234	2006	3	23	12	2	24
34234	2006	3	24	12	20	24
34234	2006	3	25	12	111	24
34234	2006	3	27	12	1	48
34234	2006	3	28	12	0	24
34234	2006	3	30	12	0	48
34234	2006	3	31	12	-1	24
34234	2006	4	1	12	6	24
34234	2006	4	3	12	67	48
34234	2006	4	4	12	13	24
34234	2006	4	5	12	2	24
34234	2006	4	6	12	16	24
34234	2006	4	7	12	5	24
34234	2006	4	8	12	95	24
34234	2006	4	10	12	30	48
34234	2006	4	11	12	1	24
34234	2006	4	12	12	0	24
34234	2006	4	13	12	86	24
34234	2006	4	15	12	0	48
34234	2006	4	17	12	4	48
34234	2006	4	18	12	2	24
34234	2006	4	19	12	-1	24
34234	2006	4	20	12	0	24
34234	2006	4	21	12	2	24
34234	2006	4	22	12	64	24
34234	2006	4	23	12	7	24
34234	2006	4	24	12	35	24
34234	2006	4	25	12	0	24
34234	2006	4	26	12	0	24
34234	2006	4	28	12	1	48
34234	2006	4	29	12	2	24
34234	2006	5	1	12	19	48
34234	2006	5	2	12	-1	24
34234	2006	5	3	12	5	24
34234	2006	5	4	12	-1	24
34234	2006	5	5	12	5	24
34234	2006	5	6	12	46	24
34234	2006	5	8	12	114	48
34234	2006	5	9	12	-1	24
34234	2006	5	10	12	0	24
34234	2006	5	11	12	-1	24
34234	2006	5	12	12	0	24
34234	2006	5	13	12	22	24
34234	2006	5	15	12	69	48
34234	2006	5	16	12	0	24
34234	2006	5	17	12	0	24
34234	2006	5	18	12	-1	24
34234	2006	5	19	12	-1	24
34234	2006	5	20	12	0	24
34234	2006	5	22	12	-1	48
34234	2006	5	23	12	0	24
34234	2006	5	25	12	32	48
34234	2006	5	26	12	11	24
34234	2006	5	27	12	0	24
34234	2006	5	29	12	0	48
34234	2006	5	30	12	0	24
34234	2006	5	31	12	-1	24
34234	2006	6	1	12	0	24
34234	2006	6	2	12	0	24
34234	2006	6	3	12	3	24
34234	2006	6	5	12	0	48
34234	2006	6	6	12	0	24
34234	2006	6	7	12	0	24
34234	2006	6	8	12	0	24
34234	2006	6	9	12	0	24
34234	2006	6	10	12	12	24
34234	2006	6	12	12	0	48
34234	2006	6	13	12	2	24
34234	2006	6	14	12	122	24
34234	2006	6	15	12	22	24
34234	2006	6	16	12	5	24
34234	2006	6	17	12	28	24
34234	2006	6	18	12	23	24
34234	2006	6	19	12	49	24
34234	2006	6	20	12	0	24
34234	2006	6	21	12	-1	24
34234	2006	6	22	12	44	24
34234	2006	6	23	12	129	24
34234	2006	6	24	12	12	24
34234	2006	6	26	12	0	48
34234	2006	6	27	12	0	24
34234	2006	6	28	12	-1	24
34234	2006	6	29	12	0	24
34234	2006	6	30	12	0	24
34234	2006	7	1	12	0	24
34234	2006	7	3	12	43	48
34234	2006	7	4	12	0	24
34234	2006	7	5	12	0	24
34234	2006	7	6	12	35	24
34234	2006	7	7	12	5	24
34234	2006	7	8	12	0	24
34234	2006	7	10	12	4	48
34234	2006	7	11	12	0	24
34234	2006	7	12	12	14	24
34234	2006	7	13	12	0	24
34234	2006	7	14	12	0	24
34234	2006	7	15	12	0	24
34234	2006	7	17	12	0	48
34234	2006	7	18	12	6	24
34234	2006	7	19	12	29	24
34234	2006	7	20	12	41	24
34234	2006	7	21	12	3	24
34234	2006	7	22	12	78	24
34234	2006	7	24	12	197	48
34234	2006	7	25	12	0	24
34234	2006	7	26	12	0	24
34234	2006	7	27	12	-1	24
34234	2006	7	28	12	0	24
34234	2006	7	29	12	0	24
34234	2006	7	31	12	0	48
34234	2006	8	2	12	0	48
34234	2006	8	3	12	2	24
34234	2006	8	4	12	15	24
34234	2006	8	5	12	25	24
34234	2006	8	7	12	2	48
34234	2006	8	8	12	15	24
34234	2006	8	9	12	64	24
34234	2006	8	10	12	63	24
34234	2006	8	11	12	0	24
34234	2006	8	12	12	0	24
34234	2006	8	14	12	0	48
34234	2006	8	15	12	33	24
34234	2006	8	16	12	11	24
34234	2006	8	17	12	63	24
34234	2006	8	18	12	236	24
34234	2006	8	19	12	58	24
34234	2006	8	21	12	238	48
34234	2006	8	24	12	-1	72
34234	2006	8	25	12	9	24
34234	2006	8	26	12	-1	24
34234	2006	8	28	12	-1	48
34234	2006	8	29	12	0	24
34234	2006	8	30	12	-1	24
34234	2006	9	2	12	31	72
34234	2006	9	4	12	12	48
34234	2006	9	5	12	2	24
34234	2006	9	6	12	62	24
34234	2006	9	7	12	24	24
34234	2006	9	8	12	-1	24
34234	2006	9	9	12	4	24
34234	2006	9	11	12	98	48
34234	2006	9	12	12	9	24
34234	2006	9	13	12	0	24
34234	2006	9	14	12	-1	24
34234	2006	9	15	12	123	24
34234	2006	9	16	12	24	24
34234	2006	9	18	12	2	48
34234	2006	9	19	12	0	24
34234	2006	9	20	12	0	24
34234	2006	9	21	12	5	24
34234	2006	9	22	12	-1	24
34234	2006	9	23	12	1	24
34234	2006	9	25	12	55	48
34234	2006	9	26	12	0	24
34234	2006	9	28	12	0	48
34234	2006	9	29	12	53	24
34234	2006	9	30	12	54	24
34234	2006	10	2	12	365	48
34234	2006	10	3	12	13	24
34234	2006	10	4	12	36	24
34234	2006	10	5	12	-1	24
34234	2006	10	6	12	-1	24
34234	2006	10	7	12	0	24
34234	2006	10	9	12	0	48
34234	2006	10	10	12	0	24
34234	2006	10	11	12	0	24
34234	2006	10	12	12	0	24
34234	2006	10	13	12	0	24
34234	2006	10	14	12	0	24
34234	2006	10	16	12	0	48
34234	2006	10	17	12	-1	24
34234	2006	10	18	12	26	24
34234	2006	10	19	12	0	24
34234	2006	10	20	12	0	24
34234	2006	10	21	12	0	24
34234	2006	10	23	12	0	48
34234	2006	10	24	12	0	24
34234	2006	10	25	12	0	24
34234	2006	10	26	12	0	24
34234	2006	10	27	12	-1	24
34234	2006	10	28	12	-1	24
34234	2006	10	30	12	0	48
34234	2006	11	1	12	0	48
34234	2006	11	2	12	-1	24
34234	2006	11	3	12	16	24
34234	2006	11	4	12	41	24
34234	2006	11	6	12	66	48
34234	2006	11	7	12	-1	24
34234	2006	11	8	12	2	24
34234	2006	11	9	12	79	24
34234	2006	11	10	12	27	24
34234	2006	11	13	12	60	72
34234	2006	11	14	12	8	24
34234	2006	11	15	12	0	24
34234	2006	11	16	12	1	24
34234	2006	11	17	12	-1	24
34234	2006	11	18	12	0	24
34234	2006	11	20	12	32	48
34234	2006	11	21	12	-1	24
34234	2006	11	22	12	3	24
34234	2006	11	23	12	-1	24
34234	2006	11	25	12	0	48
34234	2006	11	27	12	96	48
34234	2006	11	28	12	-1	24
34234	2006	11	29	12	0	24
34234	2006	11	30	12	24	24
34234	2006	12	1	12	15	24
34234	2006	12	2	12	4	24
34234	2006	12	4	12	108	48
34234	2006	12	5	12	2	24
34234	2006	12	6	12	64	24
34234	2006	12	7	12	17	24
34234	2006	12	8	12	-1	24
34234	2006	12	9	12	-1	24
34234	2006	12	11	12	47	48
34234	2006	12	12	12	12	24
34234	2006	12	13	12	3	24
34234	2006	12	14	12	0	24
34234	2006	12	15	12	0	24
34234	2006	12	16	12	21	24
34234	2006	12	17	12	16	24
34234	2006	12	18	12	17	24
34234	2006	12	19	12	6	24
34234	2006	12	20	12	0	24
34234	2006	12	21	12	0	24
34234	2006	12	22	12	7	24
34234	2006	12	23	12	6	24
34234	2006	12	27	12	16	96
34234	2006	12	28	12	4	24
34234	2006	12	30	12	40	48
34234	2007	1	2	12	13	24
34234	2007	1	3	12	-1	24
34234	2007	1	4	12	-1	24
34234	2007	1	6	12	20	48
34234	2007	1	8	12	0	48
34234	2007	1	9	12	0	24
34234	2007	1	10	12	41	24
34234	2007	1	11	12	15	24
34234	2007	1	12	12	0	24
34234	2007	1	13	12	0	24
34234	2007	1	16	12	16	72
34234	2007	1	17	12	0	24
34234	2007	1	18	12	4	24
34234	2007	1	19	12	-1	24
34234	2007	1	20	12	3	24
34234	2007	1	22	12	223	48
34234	2007	1	23	12	109	24
34234	2007	1	24	12	83	24
34234	2007	1	25	12	9	24
34234	2007	1	26	12	67	24
34234	2007	1	27	12	48	24
34234	2007	1	29	12	35	48
34234	2007	1	31	12	6	48
34234	2007	2	1	12	10	24
34234	2007	2	3	12	4	48
34234	2007	2	5	12	0	48
34234	2007	2	6	12	-1	24
34234	2007	2	7	12	0	24
34234	2007	2	9	12	0	48
34234	2007	2	10	12	0	24
34234	2007	2	12	12	0	48
34234	2007	2	13	12	0	24
34234	2007	2	14	12	4	24
34234	2007	2	15	12	14	24
34234	2007	2	16	12	125	24
34234	2007	2	17	12	0	24
34234	2007	2	19	12	0	48
34234	2007	2	20	12	0	24
34234	2007	2	21	12	0	24
34234	2007	2	22	12	0	24
34234	2007	2	23	12	0	24
34234	2007	2	24	12	0	24
34234	2007	2	26	12	2	48
34234	2007	2	27	12	10	24
34234	2007	2	28	12	0	24
34234	2007	3	2	12	13	48
34234	2007	3	5	12	0	72
34234	2007	3	6	12	0	24
34234	2007	3	7	12	0	24
34234	2007	3	8	12	0	24
34234	2007	3	9	12	0	24
34234	2007	3	10	12	0	24
34234	2007	3	12	12	28	48
34234	2007	3	13	12	9	24
34234	2007	3	14	12	13	24
34234	2007	3	15	12	-1	24
34234	2007	3	16	12	1	24
34234	2007	3	17	12	23	24
34234	2007	3	19	12	17	48
34234	2007	3	20	12	127	24
34234	2007	3	21	12	37	24
34234	2007	3	22	12	2	24
34234	2007	3	23	12	9	24
34234	2007	3	24	12	1	24
34234	2007	3	26	12	0	48
34234	2007	3	27	12	0	24
34234	2007	3	28	12	49	24
34234	2007	3	29	12	15	24
34234	2007	3	30	12	-1	24
34234	2007	3	31	12	16	24
34234	2007	4	1	12	26	24
34234	2007	4	2	12	22	24
34234	2007	4	3	12	12	24
34234	2007	4	4	12	58	24
34234	2007	4	7	12	-1	72
34234	2007	4	9	12	-1	48
34234	2007	4	10	12	4	24
34234	2007	4	11	12	16	24
34234	2007	4	12	12	0	24
34234	2007	4	13	12	-1	24
34234	2007	4	14	12	0	24
34234	2007	4	16	12	61	48
34234	2007	4	17	12	34	24
34234	2007	4	18	12	0	24
34234	2007	4	19	12	47	24
34234	2007	4	21	12	8	48
34234	2007	4	23	12	-1	48
34234	2007	4	24	12	0	24
34234	2007	4	25	12	0	24
34234	2007	4	26	12	0	24
34234	2007	4	27	12	-1	24
34234	2007	4	28	12	-1	24
34234	2007	4	29	12	13	24
34234	2007	4	30	12	0	24
34234	2007	5	1	12	-1	24
34234	2007	5	2	12	0	24
34234	2007	5	3	12	0	24
34234	2007	5	4	12	0	24
34234	2007	5	5	12	0	24
34234	2007	5	7	12	-1	48
34234	2007	5	8	12	20	24
34234	2007	5	9	12	-1	24
34234	2007	5	10	12	27	24
34234	2007	5	11	12	7	24
34234	2007	5	12	12	4	24
34234	2007	5	14	12	0	48
34234	2007	5	15	12	5	24
34234	2007	5	16	12	15	24
34234	2007	5	17	12	0	24
34234	2007	5	18	12	26	24
34234	2007	5	19	12	21	24
34234	2007	5	21	12	59	48
34234	2007	5	22	12	0	24
34234	2007	5	23	12	0	24
34234	2007	5	26	12	19	72
34234	2007	5	28	12	0	48
34234	2007	5	29	12	0	24
34234	2007	5	30	12	-1	24
34234	2007	5	31	12	12	24
34234	2007	6	1	12	0	24
34234	2007	6	2	12	0	24
34234	2007	6	4	12	0	48
34234	2007	6	5	12	-1	24
34234	2007	6	6	12	0	24
34234	2007	6	7	12	0	24
34234	2007	6	8	12	18	24
34234	2007	6	11	12	190	72
34234	2007	6	13	12	58	48
34234	2007	6	14	12	0	24
34234	2007	6	15	12	27	24
34234	2007	6	16	12	78	24
34234	2007	6	18	12	158	48
34234	2007	6	19	12	10	24
34234	2007	6	20	12	19	24
34234	2007	6	21	12	105	24
34234	2007	6	22	12	-1	24
34234	2007	6	23	12	0	24
34234	2007	6	25	12	11	48
34234	2007	6	26	12	29	24
34234	2007	6	27	12	29	24
34234	2007	6	29	12	0	48
34234	2007	6	30	12	0	24
34234	2007	7	2	12	0	48
34234	2007	7	3	12	0	24
34234	2007	7	5	12	0	48
34234	2007	7	6	12	0	24
34234	2007	7	7	12	0	24
34234	2007	7	9	12	0	48
34234	2007	7	10	12	0	24
34234	2007	7	11	12	0	24
34234	2007	7	12	12	0	24
34234	2007	7	13	12	0	24
34234	2007	7	14	12	3	24
34234	2007	7	16	12	164	48
34234	2007	7	17	12	-1	24
34234	2007	7	18	12	63	24
34234	2007	7	19	12	69	24
34234	2007	7	20	12	76	24
34234	2007	7	21	12	-1	24
34234	2007	7	24	12	0	72
34234	2007	7	25	12	65	24
34234	2007	7	26	12	430	24
34234	2007	7	27	12	151	24
34234	2007	7	28	12	85	24
34234	2007	7	30	12	38	48
34234	2007	8	4	12	0	120
34234	2007	8	6	12	35	48
34234	2007	8	7	12	44	24
34234	2007	8	9	12	2	48
34234	2007	8	10	12	0	24
34234	2007	8	13	12	0	72
34234	2007	8	15	12	129	48
34234	2007	8	18	12	119	72
34234	2007	8	23	12	222	120
34234	2007	8	24	12	18	24
34234	2007	8	27	12	19	72
34234	2007	8	28	12	-1	24
34234	2007	8	29	12	0	24
34234	2007	8	30	12	154	24
34234	2007	8	31	12	-1	24
34234	2007	9	1	12	-1	24
34234	2007	9	2	12	0	24
34234	2007	9	3	12	0	24
34234	2007	9	4	12	10	24
34234	2007	9	5	12	-1	24
34234	2007	9	6	12	0	24
34234	2007	9	8	12	148	48
34234	2007	9	10	12	53	48
34234	2007	9	13	12	21	72
34234	2007	9	14	12	0	24
34234	2007	9	15	12	0	24
34234	2007	9	17	12	243	48
34234	2007	9	18	12	148	24
34234	2007	9	19	12	62	24
34234	2007	9	20	12	249	24
34234	2007	9	22	12	-1	48
34234	2007	9	24	12	-1	48
34234	2007	9	26	12	21	48
34234	2007	9	27	12	19	24
34234	2007	9	28	12	3	24
34234	2007	9	29	12	0	24
34234	2007	10	1	12	0	48
34234	2007	10	2	12	49	24
34234	2007	10	3	12	33	24
34234	2007	10	4	12	3	24
34234	2007	10	5	12	0	24
34234	2007	10	6	12	-1	24
34234	2007	10	8	12	0	48
34234	2007	10	9	12	0	24
34234	2007	10	10	12	0	24
34234	2007	10	11	12	0	24
34234	2007	10	12	12	-1	24
34234	2007	10	15	12	4	72
34234	2007	10	16	12	0	24
34234	2007	10	17	12	3	24
34234	2007	10	18	12	0	24
34234	2007	10	19	12	-1	24
34234	2007	10	20	12	12	24
34234	2007	10	23	12	94	72
34234	2007	10	24	12	56	24
34234	2007	10	25	12	-1	24
34234	2007	10	26	12	64	24
34234	2007	10	27	12	2	24
34234	2007	10	29	12	18	48
34234	2007	10	30	12	0	24
34234	2007	10	31	12	0	24
34234	2007	11	1	12	0	24
34234	2007	11	2	12	0	24
34234	2007	11	3	12	-1	24
34234	2007	11	5	12	22	48
34234	2007	11	6	12	-1	24
34234	2007	11	7	12	12	24
34234	2007	11	8	12	7	24
34234	2007	11	9	12	147	24
34234	2007	11	10	12	-1	24
34234	2007	11	13	12	5	72
34234	2007	11	14	12	-1	24
34234	2007	11	15	12	-1	24
34234	2007	11	17	12	21	48
34234	2007	11	19	12	112	48
34234	2007	11	20	12	67	24
34234	2007	11	21	12	150	24
34234	2007	11	22	12	19	24
34234	2007	11	23	12	20	24
34234	2007	11	24	12	132	24
34234	2007	11	26	12	50	48
34234	2007	11	27	12	49	24
34234	2007	11	28	12	80	24
34234	2007	11	29	12	0	24
34234	2007	11	30	12	16	24
34234	2007	12	1	12	0	24
