stat_no	year	month	day	hour	precip	periode
34250	1999	6	4	21	0	24
34250	1999	6	5	21	56	24
34250	1999	6	6	21	9	24
34250	1999	6	7	21	2	24
34250	1999	6	8	21	0	24
34250	1999	6	9	21	0	24
34250	1999	6	10	21	0	24
34250	1999	6	11	21	34	24
34250	1999	6	12	21	0	24
34250	1999	6	13	21	33	24
34250	1999	6	14	21	101	24
34250	1999	6	15	21	0	24
34250	1999	6	16	21	0	24
34250	1999	6	17	21	3	24
34250	1999	6	18	21	4	24
34250	1999	6	19	21	70	24
34250	1999	6	20	21	292	24
34250	1999	6	21	21	36	24
34250	1999	6	22	21	18	24
34250	1999	6	23	21	59	24
34250	1999	6	24	21	18	24
34250	1999	6	25	21	13	24
34250	1999	6	26	21	38	24
34250	1999	6	27	21	96	24
34250	1999	6	28	21	29	24
34250	1999	6	29	21	1	24
34250	1999	6	30	21	0	24
34250	1999	7	1	21	0	24
34250	1999	7	2	21	0	24
34250	1999	7	3	21	0	24
34250	1999	7	4	21	0	24
34250	1999	7	5	21	0	24
34250	1999	7	6	21	0	24
34250	1999	7	7	21	0	24
34250	1999	7	8	21	0	24
34250	1999	7	9	21	0	24
34250	1999	7	10	21	0	24
34250	1999	7	11	21	0	24
34250	1999	7	12	21	0	24
34250	1999	7	13	21	0	24
34250	1999	7	14	21	91	24
34250	1999	7	15	21	15	24
34250	1999	7	16	21	0	24
34250	1999	7	17	21	44	24
34250	1999	7	18	21	10	24
34250	1999	7	19	21	234	24
34250	1999	7	20	21	97	24
34250	1999	7	21	21	0	24
34250	1999	7	22	21	0	24
34250	1999	7	23	21	23	24
34250	1999	7	24	21	11	24
34250	1999	7	25	21	5	24
34250	1999	7	26	21	0	24
34250	1999	7	27	21	0	24
34250	1999	7	28	21	0	24
34250	1999	7	29	21	0	24
34250	1999	7	30	21	0	24
34250	1999	7	31	21	0	24
34250	1999	8	1	21	0	24
34250	1999	8	2	21	138	24
34250	1999	8	3	21	142	24
34250	1999	8	4	21	10	24
34250	1999	8	5	21	0	24
34250	1999	8	6	21	0	24
34250	1999	8	7	21	0	24
34250	1999	8	8	21	21	24
34250	1999	8	9	21	0	24
34250	1999	8	10	21	0	24
34250	1999	8	11	21	0	24
34250	1999	8	12	21	0	24
34250	1999	8	13	21	0	24
34250	1999	8	14	21	0	24
34250	1999	8	15	21	0	24
34250	1999	8	16	21	8	24
34250	1999	8	17	21	75	24
34250	1999	8	18	21	387	24
34250	1999	8	19	21	192	24
34250	1999	8	20	21	52	24
34250	1999	8	21	21	75	24
34250	1999	8	22	21	157	24
34250	1999	8	23	21	8	24
34250	1999	8	24	21	23	24
34250	1999	8	25	21	0	24
34250	1999	8	26	21	0	24
34250	1999	8	27	21	46	24
34250	1999	8	28	21	0	24
34250	1999	8	29	21	4	24
34250	1999	8	30	21	0	24
34250	1999	8	31	21	15	24
34250	1999	9	1	21	10	24
34250	1999	9	2	21	0	24
34250	1999	9	3	21	-1	24
34250	1999	9	4	21	0	24
34250	1999	9	5	21	0	24
34250	1999	9	6	21	0	24
34250	1999	9	7	21	22	24
34250	1999	9	8	21	2	24
34250	1999	9	9	21	0	24
34250	1999	9	10	21	0	24
34250	1999	9	11	21	0	24
34250	1999	9	12	21	0	24
34250	1999	9	13	21	0	24
34250	1999	9	14	21	0	24
34250	1999	9	15	21	0	24
34250	1999	9	16	21	0	24
34250	1999	9	17	21	0	24
34250	1999	9	18	21	0	24
34250	1999	9	19	21	0	24
34250	1999	9	20	21	0	24
34250	1999	9	21	21	95	24
34250	1999	9	22	21	455	24
34250	1999	9	23	21	0	24
34250	1999	9	24	21	18	24
34250	1999	9	25	21	4	24
34250	1999	9	26	21	0	24
34250	1999	9	27	21	6	24
34250	1999	9	28	21	0	24
34250	1999	9	29	21	88	24
34250	1999	9	30	21	16	24
34250	1999	10	1	21	0	24
34250	1999	10	2	21	22	24
34250	1999	10	3	21	207	24
34250	1999	10	4	21	54	24
34250	1999	10	5	21	0	24
34250	1999	10	6	21	0	24
34250	1999	10	7	21	0	24
34250	1999	10	8	21	0	24
34250	1999	10	9	21	0	24
34250	1999	10	10	21	0	24
34250	1999	10	11	21	0	24
34250	1999	10	12	21	0	24
34250	1999	10	13	21	0	24
34250	1999	10	14	21	-1	24
34250	1999	10	15	21	0	24
34250	1999	10	16	21	0	24
34250	1999	10	17	21	0	24
34250	1999	10	18	21	0	24
34250	1999	10	19	21	0	24
34250	1999	10	20	21	17	24
34250	1999	10	21	21	5	24
34250	1999	10	22	21	0	24
34250	1999	10	23	21	0	24
34250	1999	10	24	21	0	24
34250	1999	10	25	21	94	24
34250	1999	10	26	21	123	24
34250	1999	10	27	21	34	24
34250	1999	10	28	21	4	24
34250	1999	10	29	21	2	24
34250	1999	10	30	21	0	24
34250	1999	10	31	21	0	24
34250	1999	11	1	21	0	24
34250	1999	11	2	21	0	24
34250	1999	11	3	21	0	24
34250	1999	11	4	21	0	24
34250	1999	11	5	21	68	24
34250	1999	11	6	21	0	24
34250	1999	11	7	21	0	24
34250	1999	11	8	21	0	24
34250	1999	11	9	21	0	24
34250	1999	11	10	21	8	24
34250	1999	11	11	21	114	24
34250	1999	11	12	21	0	24
34250	1999	11	13	21	19	24
34250	1999	11	14	21	40	24
34250	1999	11	15	21	45	24
34250	1999	11	16	21	38	24
34250	1999	11	17	21	235	24
34250	1999	11	18	21	110	24
34250	1999	11	19	21	17	24
34250	1999	11	20	21	64	24
34250	1999	11	21	21	0	24
34250	1999	11	22	21	30	24
34250	1999	11	23	21	12	24
34250	1999	11	24	21	1	24
34250	1999	11	25	21	0	24
34250	1999	11	26	21	0	24
34250	1999	11	27	21	57	24
34250	1999	11	28	21	6	24
34250	1999	11	29	21	0	24
34250	1999	11	30	21	30	24
34250	1999	12	1	21	38	24
34250	1999	12	2	21	15	24
34250	1999	12	3	21	7	24
34250	1999	12	4	21	134	24
34250	1999	12	5	21	35	24
34250	1999	12	6	21	28	24
34250	1999	12	7	21	51	24
34250	1999	12	8	21	32	24
34250	1999	12	9	21	0	24
34250	1999	12	10	21	0	24
34250	1999	12	11	21	0	24
34250	1999	12	12	21	0	24
34250	1999	12	13	21	0	24
34250	1999	12	14	21	118	24
34250	1999	12	15	21	21	24
34250	1999	12	16	21	-1	24
34250	1999	12	17	21	0	24
34250	1999	12	18	21	0	24
34250	1999	12	19	21	0	24
34250	1999	12	20	21	1	24
34250	1999	12	21	21	0	24
34250	1999	12	22	21	0	24
34250	1999	12	23	21	0	24
34250	1999	12	24	21	0	24
34250	1999	12	25	21	13	24
34250	1999	12	26	21	0	24
34250	1999	12	27	21	30	24
34250	1999	12	28	21	58	24
34250	1999	12	29	21	13	24
34250	1999	12	30	21	40	24
34250	1999	12	31	21	0	24
34250	2000	1	1	21	52	24
34250	2000	1	2	21	97	24
34250	2000	1	3	21	31	24
34250	2000	1	4	21	31	24
34250	2000	1	5	21	57	24
34250	2000	1	6	21	11	24
34250	2000	1	7	21	35	24
34250	2000	1	8	21	1	24
34250	2000	1	9	21	0	24
34250	2000	1	10	21	0	24
34250	2000	1	11	21	-1	24
34250	2000	1	12	21	34	24
34250	2000	1	13	21	53	24
34250	2000	1	14	21	87	24
34250	2000	1	15	21	41	24
34250	2000	1	16	21	22	24
34250	2000	1	17	21	3	24
34250	2000	1	18	21	389	24
34250	2000	1	19	21	249	24
34250	2000	1	20	21	65	24
34250	2000	1	21	21	8	24
34250	2000	1	22	21	10	24
34250	2000	1	23	21	157	24
34250	2000	1	24	21	74	24
34250	2000	1	25	21	20	24
34250	2000	1	26	21	14	24
34250	2000	1	27	21	44	24
34250	2000	1	28	21	8	24
34250	2000	1	29	21	48	24
34250	2000	1	30	21	84	24
34250	2000	1	31	21	77	24
34250	2000	2	1	21	4	24
34250	2000	2	2	21	0	24
34250	2000	2	3	21	0	24
34250	2000	2	4	21	-1	24
34250	2000	2	5	21	20	24
34250	2000	2	6	21	27	24
34250	2000	2	7	21	3	24
34250	2000	2	8	21	87	24
34250	2000	2	9	21	18	24
34250	2000	2	10	21	-1	24
34250	2000	2	11	21	2	24
34250	2000	2	12	21	7	24
34250	2000	2	13	21	2	24
34250	2000	2	14	21	50	24
34250	2000	2	15	21	4	24
34250	2000	2	16	21	-1	24
34250	2000	2	17	21	16	24
34250	2000	2	18	21	12	24
34250	2000	2	19	21	28	24
34250	2000	2	20	21	57	24
34250	2000	2	21	21	81	24
34250	2000	2	22	21	95	24
34250	2000	2	23	21	1	24
34250	2000	2	24	21	6	24
34250	2000	2	25	21	12	24
34250	2000	2	26	21	0	24
34250	2000	2	27	21	0	24
34250	2000	2	28	21	-1	24
34250	2000	2	29	21	34	24
34250	2000	3	1	21	57	24
34250	2000	3	2	21	4	24
34250	2000	3	3	21	270	24
34250	2000	3	4	21	14	24
34250	2000	3	5	21	2	24
34250	2000	3	6	21	0	24
34250	2000	3	7	21	1	24
34250	2000	3	8	21	-1	24
34250	2000	3	9	21	4	24
34250	2000	3	10	21	27	24
34250	2000	3	11	21	20	24
34250	2000	3	12	21	13	24
34250	2000	3	13	21	42	24
34250	2000	3	14	21	7	24
34250	2000	3	15	21	-1	24
34250	2000	3	16	21	3	24
34250	2000	3	17	21	17	24
34250	2000	3	18	21	1	24
34250	2000	3	19	21	21	24
34250	2000	3	20	21	7	24
34250	2000	3	21	21	3	24
34250	2000	3	22	21	0	24
34250	2000	3	23	21	0	24
34250	2000	3	24	21	0	24
34250	2000	3	25	21	0	24
34250	2000	3	26	21	0	24
34250	2000	3	27	21	-1	24
34250	2000	3	28	21	1	24
34250	2000	3	29	21	0	24
34250	2000	3	30	21	0	24
34250	2000	3	31	21	11	24
34250	2000	4	1	21	111	24
34250	2000	4	2	21	14	24
34250	2000	4	3	21	101	24
34250	2000	4	4	21	74	24
34250	2000	4	5	21	7	24
34250	2000	4	6	21	0	24
34250	2000	4	7	21	15	24
34250	2000	4	8	21	135	24
34250	2000	4	9	21	31	24
34250	2000	4	10	21	64	24
34250	2000	4	11	21	0	24
34250	2000	4	12	21	0	24
34250	2000	4	13	21	22	24
34250	2000	4	14	21	0	24
34250	2000	4	15	21	-1	24
34250	2000	4	16	21	0	24
34250	2000	4	17	21	0	24
34250	2000	4	18	21	0	24
34250	2000	4	19	21	0	24
34250	2000	4	20	21	0	24
34250	2000	4	21	21	4	24
34250	2000	4	22	21	21	24
34250	2000	4	23	21	4	24
34250	2000	4	24	21	21	24
34250	2000	4	25	21	47	24
34250	2000	4	26	21	2	24
34250	2000	4	27	21	0	24
34250	2000	4	28	21	0	24
34250	2000	4	29	21	0	24
34250	2000	4	30	21	7	24
34250	2000	5	1	21	0	24
34250	2000	5	2	21	4	24
34250	2000	5	3	21	13	24
34250	2000	5	4	21	5	24
34250	2000	5	5	21	25	24
34250	2000	5	6	21	7	24
34250	2000	5	7	21	0	24
34250	2000	5	8	21	8	24
34250	2000	5	9	21	0	24
34250	2000	5	10	21	0	24
34250	2000	5	11	21	66	24
34250	2000	5	12	21	1	24
34250	2000	5	13	21	0	24
34250	2000	5	14	21	0	24
34250	2000	5	15	21	0	24
34250	2000	5	16	21	0	24
34250	2000	5	17	21	0	24
34250	2000	5	18	21	1	24
34250	2000	5	19	21	-1	24
34250	2000	5	20	21	-1	24
34250	2000	5	21	21	0	24
34250	2000	5	22	21	7	24
34250	2000	5	23	21	3	24
34250	2000	5	24	21	0	24
34250	2000	5	25	21	0	24
34250	2000	5	26	21	0	24
34250	2000	5	27	21	0	24
34250	2000	5	28	21	0	24
34250	2000	5	29	21	0	24
34250	2000	5	30	21	0	24
34250	2000	5	31	21	0	24
34250	2000	6	1	21	4	24
34250	2000	6	2	21	56	24
34250	2000	6	3	21	4	24
34250	2000	6	4	21	0	24
34250	2000	6	5	21	0	24
34250	2000	6	6	21	0	24
34250	2000	6	7	21	0	24
34250	2000	6	8	21	0	24
34250	2000	6	9	21	0	24
34250	2000	6	10	21	0	24
34250	2000	6	11	21	0	24
34250	2000	6	12	21	0	24
34250	2000	6	13	21	0	24
34250	2000	6	14	21	0	24
34250	2000	6	15	21	0	24
34250	2000	6	16	21	0	24
34250	2000	6	17	21	0	24
34250	2000	6	18	21	0	24
34250	2000	6	19	21	-1	24
34250	2000	6	20	21	0	24
34250	2000	6	21	21	0	24
34250	2000	6	22	21	-1	24
34250	2000	6	23	21	0	24
34250	2000	6	24	21	0	24
34250	2000	6	25	21	0	24
34250	2000	6	26	21	0	24
34250	2000	6	27	21	0	24
34250	2000	6	28	21	0	24
34250	2000	6	29	21	0	24
34250	2000	6	30	21	0	24
34250	2000	7	1	21	0	24
34250	2000	7	2	21	0	24
34250	2000	7	3	21	0	24
34250	2000	7	4	21	0	24
34250	2000	7	5	21	45	24
34250	2000	7	6	21	1	24
34250	2000	7	7	21	0	24
34250	2000	7	8	21	1	24
34250	2000	7	9	21	0	24
34250	2000	7	10	21	0	24
34250	2000	7	11	21	82	24
34250	2000	7	12	21	0	24
34250	2000	7	13	21	5	24
34250	2000	7	14	21	0	24
34250	2000	7	15	21	0	24
34250	2000	7	16	21	75	24
34250	2000	7	17	21	290	24
34250	2000	7	18	21	0	24
34250	2000	7	19	21	0	24
34250	2000	7	20	21	0	24
34250	2000	7	21	21	-1	24
34250	2000	7	22	21	5	24
34250	2000	7	23	21	0	24
34250	2000	7	24	21	7	24
34250	2000	7	25	21	13	24
34250	2000	7	26	21	9	24
34250	2000	7	27	21	40	24
34250	2000	7	28	21	320	24
34250	2000	7	29	21	220	24
34250	2000	7	30	21	210	24
34250	2000	7	31	21	510	24
34250	2000	8	1	21	493	24
34250	2000	8	2	21	19	24
34250	2000	8	3	21	26	24
34250	2000	8	4	21	0	24
34250	2000	8	5	21	0	24
34250	2000	8	6	21	268	24
34250	2000	8	7	21	51	24
34250	2000	8	8	21	0	24
34250	2000	8	9	21	5	24
34250	2000	8	10	21	0	24
34250	2000	8	11	21	0	24
34250	2000	8	12	21	2	24
34250	2000	8	13	21	0	24
34250	2000	8	14	21	0	24
34250	2000	8	15	21	-1	24
34250	2000	8	16	21	22	24
34250	2000	8	17	21	66	24
34250	2000	8	18	21	0	24
34250	2000	8	19	21	26	24
34250	2000	8	20	21	34	24
34250	2000	8	21	21	75	24
34250	2000	8	22	21	10	24
34250	2000	8	23	21	1	24
34250	2000	8	24	21	-1	24
34250	2000	8	25	21	0	24
34250	2000	8	26	21	0	24
34250	2000	8	27	21	0	24
34250	2000	8	28	21	0	24
34250	2000	8	29	21	50	24
34250	2000	8	30	21	60	24
34250	2000	8	31	21	40	24
34250	2000	9	1	21	22	24
34250	2000	9	2	21	26	24
34250	2000	9	3	21	1	24
34250	2000	9	4	21	0	24
34250	2000	9	5	21	11	24
34250	2000	9	6	21	-1	24
34250	2000	9	7	21	8	24
34250	2000	9	8	21	-1	24
34250	2000	9	9	21	-1	24
34250	2000	9	10	21	-1	24
34250	2000	9	11	21	101	24
34250	2000	9	12	21	0	24
34250	2000	9	13	21	272	24
34250	2000	9	14	21	291	24
34250	2000	9	15	21	238	24
34250	2000	9	16	21	14	24
34250	2000	9	17	21	1	24
34250	2000	9	18	21	70	24
34250	2000	9	19	21	131	24
34250	2000	9	20	21	21	24
34250	2000	9	21	21	0	24
34250	2000	9	22	21	0	24
34250	2000	9	23	21	351	24
34250	2000	9	24	21	170	24
34250	2000	9	25	21	46	24
34250	2000	9	26	21	13	24
34250	2000	9	27	21	-1	24
34250	2000	9	28	21	28	24
34250	2000	9	29	21	107	24
34250	2000	9	30	21	88	24
34250	2000	10	1	21	35	24
34250	2000	10	2	21	0	24
34250	2000	10	3	21	0	24
34250	2000	10	4	21	0	24
34250	2000	10	5	21	12	24
34250	2000	10	6	21	1	24
34250	2000	10	7	21	7	24
34250	2000	10	8	21	18	24
34250	2000	10	9	21	40	24
34250	2000	10	10	21	12	24
34250	2000	10	11	21	1	24
34250	2000	10	12	21	37	24
34250	2000	10	13	21	0	24
34250	2000	10	14	21	14	24
34250	2000	10	15	21	0	24
34250	2000	10	16	21	0	24
34250	2000	10	17	21	-1	24
34250	2000	10	18	21	-1	24
34250	2000	10	19	21	0	24
34250	2000	10	20	21	0	24
34250	2000	10	21	21	0	24
34250	2000	10	22	21	78	24
34250	2000	10	23	21	68	24
34250	2000	10	24	21	6	24
34250	2000	10	25	21	23	24
34250	2000	10	26	21	8	24
34250	2000	10	27	21	0	24
34250	2000	10	28	21	0	24
34250	2000	10	29	21	0	24
34250	2000	10	30	21	51	24
34250	2000	10	31	21	46	24
34250	2000	11	1	21	0	24
34250	2000	11	2	21	154	24
34250	2000	11	3	21	21	24
34250	2000	11	4	21	0	24
34250	2000	11	5	21	0	24
34250	2000	11	6	21	12	24
34250	2000	11	7	21	0	24
34250	2000	11	8	21	8	24
34250	2000	11	9	21	0	24
34250	2000	11	10	21	0	24
34250	2000	11	11	21	19	24
34250	2000	11	12	21	95	24
34250	2000	11	13	21	223	24
34250	2000	11	14	21	16	24
34250	2000	11	15	21	28	24
34250	2000	11	16	21	91	24
34250	2000	11	17	21	61	24
34250	2000	11	18	21	75	24
34250	2000	11	19	21	55	24
34250	2000	11	20	21	18	24
34250	2000	11	21	21	69	24
34250	2000	11	22	21	-1	24
34250	2000	11	23	21	-1	24
34250	2000	11	24	21	0	24
34250	2000	11	25	21	0	24
34250	2000	11	26	21	11	24
34250	2000	11	27	21	-1	24
34250	2000	11	28	21	0	24
34250	2000	11	29	21	0	24
34250	2000	11	30	21	0	24
34250	2000	12	1	21	26	24
34250	2000	12	2	21	7	24
34250	2000	12	3	21	80	24
34250	2000	12	4	21	0	24
34250	2000	12	5	21	-1	24
34250	2000	12	6	21	36	24
34250	2000	12	7	21	0	24
34250	2000	12	8	21	0	24
34250	2000	12	9	21	0	24
34250	2000	12	10	21	0	24
34250	2000	12	11	21	0	24
34250	2000	12	12	21	0	24
34250	2000	12	13	21	34	24
34250	2000	12	14	21	12	24
34250	2000	12	15	21	11	24
34250	2000	12	16	21	0	24
34250	2000	12	17	21	38	24
34250	2000	12	18	21	0	24
34250	2000	12	19	21	0	24
34250	2000	12	20	21	0	24
34250	2000	12	21	21	0	24
34250	2000	12	22	21	0	24
34250	2000	12	23	21	0	24
34250	2000	12	24	21	0	24
34250	2000	12	25	21	0	24
34250	2000	12	26	21	0	24
34250	2000	12	27	21	0	24
34250	2000	12	28	21	0	24
34250	2000	12	29	21	0	24
34250	2000	12	30	21	0	24
34250	2000	12	31	21	0	24
34250	2001	1	1	21	0	24
34250	2001	1	2	21	33	24
34250	2001	1	3	21	37	24
34250	2001	1	4	21	134	24
34250	2001	1	5	21	-1	24
34250	2001	1	6	21	1	24
34250	2001	1	7	21	41	24
34250	2001	1	8	21	88	24
34250	2001	1	9	21	57	24
34250	2001	1	10	21	121	24
34250	2001	1	11	21	36	24
34250	2001	1	12	21	17	24
34250	2001	1	13	21	7	24
34250	2001	1	14	21	0	24
34250	2001	1	15	21	13	24
34250	2001	1	16	21	0	24
34250	2001	1	17	21	5	24
34250	2001	1	18	21	0	24
34250	2001	1	19	21	5	24
34250	2001	1	20	21	10	24
34250	2001	1	21	21	0	24
34250	2001	1	22	21	1	24
34250	2001	1	23	21	0	24
34250	2001	1	24	21	-1	24
34250	2001	1	25	21	0	24
34250	2001	1	26	21	0	24
34250	2001	1	27	21	22	24
34250	2001	1	28	21	66	24
34250	2001	1	29	21	1	24
34250	2001	1	30	21	0	24
34250	2001	1	31	21	0	24
34250	2001	2	1	21	3	24
34250	2001	2	2	21	2	24
34250	2001	2	3	21	27	24
34250	2001	2	4	21	52	24
34250	2001	2	5	21	-1	24
34250	2001	2	6	21	2	24
34250	2001	2	7	21	0	24
34250	2001	2	8	21	24	24
34250	2001	2	9	21	3	24
34250	2001	2	10	21	0	24
34250	2001	2	11	21	0	24
34250	2001	2	12	21	0	24
34250	2001	2	13	21	9	24
34250	2001	2	14	21	1	24
34250	2001	2	15	21	4	24
34250	2001	2	16	21	0	24
34250	2001	2	17	21	1	24
34250	2001	2	18	21	0	24
34250	2001	2	19	21	76	24
34250	2001	2	20	21	108	24
34250	2001	2	21	21	11	24
34250	2001	2	22	21	10	24
34250	2001	2	23	21	10	24
34250	2001	2	24	21	59	24
34250	2001	2	25	21	10	24
34250	2001	2	26	21	23	24
34250	2001	2	27	21	19	24
34250	2001	2	28	21	89	24
34250	2001	3	1	21	0	24
34250	2001	3	2	21	-1	24
34250	2001	3	3	21	1	24
34250	2001	3	4	21	0	24
34250	2001	3	5	21	0	24
34250	2001	3	6	21	0	24
34250	2001	3	7	21	0	24
34250	2001	3	8	21	0	24
34250	2001	3	9	21	0	24
34250	2001	3	10	21	0	24
34250	2001	3	11	21	0	24
34250	2001	3	12	21	0	24
34250	2001	3	13	21	-1	24
34250	2001	3	14	21	41	24
34250	2001	3	15	21	-1	24
34250	2001	3	16	21	0	24
34250	2001	3	17	21	0	24
34250	2001	3	18	21	0	24
34250	2001	3	19	21	-1	24
34250	2001	3	20	21	0	24
34250	2001	3	21	21	-1	24
34250	2001	3	22	21	0	24
34250	2001	3	23	21	-1	24
34250	2001	3	24	21	0	24
34250	2001	3	25	21	0	24
34250	2001	3	26	21	-1	24
34250	2001	3	27	21	0	24
34250	2001	3	28	21	0	24
34250	2001	3	29	21	0	24
34250	2001	3	30	21	0	24
34250	2001	3	31	21	0	24
34250	2001	4	1	21	0	24
34250	2001	4	2	21	-1	24
34250	2001	4	3	21	-1	24
34250	2001	4	4	21	-1	24
34250	2001	4	5	21	-1	24
34250	2001	4	6	21	-1	24
34250	2001	4	7	21	0	24
34250	2001	4	8	21	0	24
34250	2001	4	9	21	6	24
34250	2001	4	10	21	-1	24
34250	2001	4	11	21	0	24
34250	2001	4	12	21	0	24
34250	2001	4	13	21	0	24
34250	2001	4	14	21	0	24
34250	2001	4	15	21	0	24
34250	2001	4	16	21	0	24
34250	2001	4	17	21	-1	24
34250	2001	4	18	21	33	24
34250	2001	4	19	21	41	24
34250	2001	4	20	21	1	24
34250	2001	4	21	21	1	24
34250	2001	4	22	21	0	24
34250	2001	4	23	21	42	24
34250	2001	4	24	21	0	24
34250	2001	4	25	21	-1	24
34250	2001	4	26	21	12	24
34250	2001	4	27	21	0	24
34250	2001	4	28	21	41	24
34250	2001	4	29	21	51	24
34250	2001	4	30	21	14	24
34250	2001	5	1	21	0	24
34250	2001	5	2	21	36	24
34250	2001	5	3	21	40	24
34250	2001	5	4	21	76	24
34250	2001	5	5	21	0	24
34250	2001	5	6	21	0	24
34250	2001	5	7	21	19	24
34250	2001	5	8	21	8	24
34250	2001	5	9	21	0	24
34250	2001	5	10	21	3	24
34250	2001	5	11	21	81	24
34250	2001	5	12	21	91	24
34250	2001	5	13	21	81	24
34250	2001	5	14	21	101	24
34250	2001	5	15	21	201	24
34250	2001	5	16	21	212	24
34250	2001	5	17	21	1	24
34250	2001	5	18	21	0	24
34250	2001	5	19	21	0	24
34250	2001	5	20	21	0	24
34250	2001	5	21	21	0	24
34250	2001	5	22	21	0	24
34250	2001	5	23	21	0	24
34250	2001	5	24	21	0	24
34250	2001	5	25	21	12	24
34250	2001	5	26	21	0	24
34250	2001	5	27	21	5	24
34250	2001	5	28	21	0	24
34250	2001	5	29	21	170	24
34250	2001	5	30	21	46	24
34250	2001	5	31	21	18	24
34250	2001	6	1	21	271	24
34250	2001	6	2	21	17	24
34250	2001	6	3	21	99	24
34250	2001	6	4	21	0	24
34250	2001	6	5	21	0	24
34250	2001	6	6	21	156	24
34250	2001	6	7	21	333	24
34250	2001	6	8	21	18	24
34250	2001	6	9	21	9	24
34250	2001	6	10	21	0	24
34250	2001	6	11	21	0	24
34250	2001	6	12	21	22	24
34250	2001	6	13	21	0	24
34250	2001	6	14	21	0	24
34250	2001	6	15	21	0	24
34250	2001	6	16	21	22	24
34250	2001	6	17	21	113	24
34250	2001	6	18	21	134	24
34250	2001	6	19	21	187	24
34250	2001	6	20	21	27	24
34250	2001	6	21	21	12	24
