stat_no	year	month	day	hour	dd	ff	n	pppp	ttt	txtxtx	tntntn	rh	rrr6	sss
4251	1961	1	1	12					-50	-15	-70	64	0	
4251	1961	1	2	12					-42	-15	-60	80	0	
4251	1961	1	3	12					-86	-60	-105	91	0	
4251	1961	1	4	12					-40	-35	-110	90	0	
4251	1961	1	5	12					-50	-20	-60	67	0	
4251	1961	1	6	12					-30	-25	-95	77	-1	
4251	1961	1	7	12					-20	-5	-40	80	0	
4251	1961	1	8	12					-26	-15	-40	94	0	
4251	1961	1	9	12					-46	-20	-55	86	0	
4251	1961	1	10	12					-60	-40	-70	100	-1	
4251	1961	1	11	12					-125	-55	-140	98	-1	
4251	1961	1	12	12					-150	-115	-170	96	28	
4251	1961	1	13	12					-148	-135	-175	83	0	
4251	1961	1	14	12					-120	-110	-135	96	0	
4251	1961	1	15	12					-108	-100	-150	95	0	
4251	1961	1	16	12					-110	-35	-120	99		
4251	1961	1	17	12					-48	-30	-55	99		
4251	1961	1	18	12					-118	-40	-145	98		
4251	1961	1	19	12					-128	-105	-165	96		
4251	1961	1	20	12					-106	-89	-124	96	-1	
4251	1961	1	21	12					-132	-97	-153	93	0	
4251	1961	1	22	12					-78	-72	-158	88	0	
4251	1961	1	23	12					57	67	52	46	0	
4251	1961	1	24	12					29	64	18	56	0	
4251	1961	1	25	12					1	45	-13	73	0	
4251	1961	1	26	12					48	72	3	55	0	
4251	1961	1	27	12					-9	50	-20	98	0	
4251	1961	1	28	12					-59	3	-74	85	0	
4251	1961	1	29	12					12	20	-60	63	0	
4251	1961	1	30	12					-28	12	-56	81	0	
4251	1961	1	31	12					-25	-23	-70	83	0	
4251	1961	2	1	12					-49	-16	-62	82	0	
4251	1961	2	2	12					-74	-45	-85	83	0	
4251	1961	2	3	12					-108	-67	-128	76	0	
4251	1961	2	4	12					-99	-66	-127	89	0	
4251	1961	2	5	12					-59	-53	-112	100	-1	
4251	1961	2	6	12					-88	-48	-100	97	-1	
4251	1961	2	7	12					-127	-31	-142	98	1	
4251	1961	2	8	12					-158	-105	-190	90	0	
4251	1961	2	9	12					-165	-145	-200	88	0	
4251	1961	2	10	12					-118	-105	-180	94	0	
4251	1961	2	11	12					-106	-85	-130	65	0	
4251	1961	2	12	12					-134	-95	-195	83	0	
4251	1961	2	13	12					-74	-65	-155	97	0	
