stat_no	year	month	day	hour	dd	ff	n	pppp	ttt	txtxtx	tntntn	rh	rrr6	sss
4247	1966	1	3	12	0	0	9		-28	-5	-90	82	0	
4247	1966	1	3	15	0	0	8		-22			82		
4247	1966	1	4	12	70	10	6		-29	-20	-40	76	0	
4247	1966	1	4	15	70	10	9		-38			86		
4247	1966	1	5	12	40	129	1		-90	-29	-95	56	20	
4247	1966	1	5	15	70	129	1		-82			54		
4247	1966	1	6	12	320	103	1		-125	-82	-130	60	0	
4247	1966	1	6	15	320	77	1		-130			62		
4247	1966	1	7	12	320	21	1		-150	-125	-165	66	0	
4247	1966	1	7	15	100	5	3		-153			70		
4247	1966	1	8	12	40	26	1		-142	-140	-153	72	0	
4247	1966	1	8	15	40	26	1		-140			70		
4247	1966	1	10	12	110	10	3		-50	-45	-150	40	0	
4247	1966	1	10	15	110	26	8		-50			48		
4247	1966	1	11	12	60	5	1		-51	-40	-60	75	0	
4247	1966	1	11	15	0	0	4		-62			76		
4247	1966	1	12	12	340	21	8		-60	-50	-70	78	0	
4247	1966	1	12	15	340	21	8		-65			78		
4247	1966	1	13	12	40	36	1		-78	-60	-80	81	0	
4247	1966	1	13	15	70	51	1		-75			85		
4247	1966	1	14	12	330	5	8		-12	-11	-78	88	0	
4247	1966	1	14	15	310	5	8		-2			88		
4247	1966	1	15	12	0	0	1		-1	15	-15	84	10	
4247	1966	1	15	15	20	21	3		-1			80		
4247	1966	1	17	12	360	36	8		-25	-5	-40	76	0	
4247	1966	1	17	15	360	21	8		-20			75		
4247	1966	1	18	12	350	36	8		-28	-15	-40	72	0	
4247	1966	1	18	15	350	57	8		-30			72		
4247	1966	1	19	12	350	21	8		-48	-20	-60	68	0	
4247	1966	1	19	15	350	36	6		-51			67		
4247	1966	1	20	12	350	36	8		-62	-45	-70	69	0	
4247	1966	1	20	15	360	36	8		-60			66		
4247	1966	1	21	12	360	21	4		-52	-55	-65	74	0	
4247	1966	1	22	12	40	15	8		-58	-52	-60	87	3	
4247	1966	1	22	15	310	36	8		-80			68		
