stat_no	year	month	day	hour	precip	periode
34310	2008	2	1	12	0	24
34310	2008	2	2	12	0	24
34310	2008	2	3	12	0	24
34310	2008	2	4	12	0	24
34310	2008	2	5	12	0	24
34310	2008	2	6	12	0	24
34310	2008	2	7	12	20	24
34310	2008	2	8	12	5	24
34310	2008	2	9	12	4	24
34310	2008	2	10	12	0	24
34310	2008	2	11	12	0	24
34310	2008	2	12	12	0	24
34310	2008	2	13	12	0	24
34310	2008	2	14	12	0	24
34310	2008	2	15	12	0	24
34310	2008	2	16	12	0	24
34310	2008	2	17	12	8	24
34310	2008	2	18	12	0	24
34310	2008	2	19	12	0	24
34310	2008	2	20	12	0	24
34310	2008	2	21	12	55	24
34310	2008	2	22	12	19	24
34310	2008	2	23	12	3	24
34310	2008	2	24	12	5	24
34310	2008	2	25	12	3	24
34310	2008	2	26	12	4	24
34310	2008	2	27	12	0	24
34310	2008	2	28	12	0	24
34310	2008	2	29	12	0	24
34310	2008	3	1	12	0	24
34310	2008	3	2	12	0	24
34310	2008	3	3	12	15	24
34310	2008	3	4	12	8	24
34310	2008	3	5	12	0	24
34310	2008	3	6	12	0	24
34310	2008	3	7	12	0	24
34310	2008	3	8	12	0	24
34310	2008	3	9	12	0	24
34310	2008	3	10	12	0	24
34310	2008	3	11	12	-1	24
34310	2008	3	12	12	0	24
34310	2008	3	13	12	-1	24
34310	2008	3	14	12	-1	24
34310	2008	3	15	12	0	24
34310	2008	3	16	12	-1	24
34310	2008	3	17	12	0	24
34310	2008	3	18	12	0	24
34310	2008	3	19	12	0	24
34310	2008	3	20	12	0	24
34310	2008	3	21	12	0	24
34310	2008	3	22	12	-1	24
34310	2008	3	23	12	0	24
34310	2008	3	24	12	17	24
34310	2008	3	25	12	16	24
34310	2008	3	26	12	18	24
34310	2008	3	27	12	10	24
34310	2008	3	28	12	2	24
34310	2008	3	29	12	3	24
34310	2008	3	30	12	0	24
34310	2008	3	31	12	2	24
34310	2008	4	1	12	-1	24
34310	2008	4	2	12	3	24
34310	2008	4	3	12	5	24
34310	2008	4	4	12	0	24
34310	2008	4	5	12	0	24
34310	2008	4	6	12	0	24
34310	2008	4	7	12	-1	24
34310	2008	4	8	12	0	24
34310	2008	4	9	12	0	24
34310	2008	4	10	12	0	24
34310	2008	4	11	12	-1	24
34310	2008	4	12	12	0	24
34310	2008	4	13	12	0	24
34310	2008	4	14	12	0	24
34310	2008	4	15	12	0	24
34310	2008	4	16	12	0	24
34310	2008	4	17	12	0	24
34310	2008	4	18	12	0	24
34310	2008	4	19	12	0	24
34310	2008	4	20	12	0	24
34310	2008	4	21	12	0	24
34310	2008	4	22	12	0	24
34310	2008	4	23	12	6	24
34310	2008	4	24	12	13	24
34310	2008	4	25	12	8	24
34310	2008	4	26	12	5	24
34310	2008	4	27	12	-1	24
34310	2008	4	28	12	0	24
34310	2008	4	29	12	0	24
34310	2008	4	30	12	19	24
34310	2008	5	1	12	-1	24
34310	2008	5	2	12	0	24
34310	2008	5	3	12	0	24
34310	2008	5	4	12	-1	24
34310	2008	5	5	12	9	24
34310	2008	5	6	12	21	24
34310	2008	5	7	12	11	24
34310	2008	5	8	12	22	24
34310	2008	5	9	12	15	24
34310	2008	5	10	12	12	24
34310	2008	5	11	12	-1	24
34310	2008	5	12	12	0	24
34310	2008	5	13	12	0	24
34310	2008	5	14	12	0	24
34310	2008	5	15	12	0	24
34310	2008	5	16	12	4	24
34310	2008	5	17	12	24	24
34310	2008	5	18	12	7	24
34310	2008	5	19	12	0	24
34310	2008	5	20	12	0	24
34310	2008	5	21	12	0	24
34310	2008	5	22	12	0	24
34310	2008	5	23	12	0	24
34310	2008	5	24	12	0	24
34310	2008	5	25	12	0	24
34310	2008	5	26	12	0	24
34310	2008	5	27	12	0	24
34310	2008	5	28	12	0	24
34310	2008	5	29	12	0	24
34310	2008	5	30	12	0	24
34310	2008	5	31	12	0	24
34310	2008	6	1	12	20	24
34310	2008	6	2	12	45	24
34310	2008	6	3	12	0	24
