stat_no	year	month	day	hour	dd	ff	n	pppp	ttt	txtxtx	tntntn	rh	rrr6	sss
4352	1980	6	18	9	50	10		10028	20			100		
4352	1980	6	18	12	300	10		10025	30			100		
4352	1980	6	18	18	60	20		10016	50			93		
4352	1980	6	18	21	60	40		10037	40			93		
4352	1980	6	19	0	310	40		10050	40			100		
4352	1980	6	19	9	260	30		10069	40			100		
4352	1980	6	19	12	280	10		10072	30			100		
4352	1980	6	19	18	200	30		10067	60			75		
4352	1980	6	19	21	50	30		10081	30			100		
4352	1980	6	20	0	50	50		10103	20			100		
4352	1980	6	20	9	340	30		10143	40			100		
4352	1980	6	21	12	100	10		10209	40			100		
4352	1980	6	21	18	50	30		10228	70			49		
4352	1980	6	22	0	100	10		10231	30			60		
4352	1980	6	22	12	340	10		10245	40			60		
4352	1980	6	22	15	300	20		10246	40			60		
4352	1980	6	22	21	290	20		10238	50			65		
4352	1980	6	23	6	50	10		10233	0			93		
4352	1980	6	23	9	290	10		10225	20			87		
4352	1980	6	23	12	110	10		10225	30			87		
4352	1980	6	25	0	300	20		10218	20			87		
4352	1980	6	25	9	220	10		10198	30			81		
4352	1980	6	25	12	330	10		10194	40			81		
4352	1980	6	25	18	230	20		10182	20			100		
4352	1980	6	25	21	240	10		10177	30			93		
4352	1980	6	26	0	230	10		10174	-10			100		
4352	1980	6	26	3	160	10		10173	-20			100		
4352	1980	6	26	21	20	40		10167	0			100		
4352	1980	6	27	0	40	20		10168	-10			100		
4352	1980	6	27	3	70	20		10164	-30			100		
4352	1980	6	27	9	80	10		10159	0			93		
4352	1980	6	27	12	50	10		10159	20			80		
4352	1980	6	27	21	310	10		10154	-10			100		
4352	1980	6	28	0	40	10		10152	-10			100		
4352	1980	6	28	12	20	20		10158	40			75		
4352	1980	6	28	18	60	30		10169	30			87		
4352	1980	6	28	21	50	40		10169	30			81		
4352	1980	6	29	0	50	50		10171	20			93		
4352	1980	6	29	9	100	10		10170	30			81		
4352	1980	6	29	12	30	10		10175	40			81		
4352	1980	6	29	18	260	10		10187	30			87		
4352	1980	6	29	21	270	20		10199	30			87		
4352	1980	6	30	0	220	10		10197	40			87		
4352	1980	6	30	6	360	10		10205	10			100		
4352	1980	6	30	21	200	10		10204	40			81		
4352	1980	7	1	0	170	20		10192	60			65		
4352	1980	7	1	6	70	10		10177	30			87		
4352	1980	7	2	0	50	70		10143	50			100		
4352	1980	7	2	6	360	70		10133	80			93		
4352	1980	7	2	9	50	40		10133	40			100		
4352	1980	7	2	12	50	40		10133	50			100		
4352	1980	7	2	15	50	80		10133	60			100		
4352	1980	7	3	9	50	70		10142	40			100		
4352	1980	7	3	12	50	70		10142	40			100		
4352	1980	7	3	18	250	10		10153	30			93		
4352	1980	7	4	0	50	40		10162	50			75		
4352	1980	7	4	9	300	30		10167	40			93		
4352	1980	7	4	12	40	60		10177	30			100		
4352	1980	7	4	15	60	30		10189	50			93		
4352	1980	7	4	18	20	40		10190	60			93		
4352	1980	7	4	21	320	30		10187	60			100		
4352	1980	7	5	0	340	10		10185	50			100		
4352	1980	7	5	9	60	10		10184	30			100		
4352	1980	7	5	12	130	30		10186	40			100		
4352	1980	7	5	15	130	30		10186	40			100		
4352	1980	7	5	18	350	20		10186	30			100		
4352	1980	7	6	0	60	50		10189	40			100		
4352	1980	7	6	9	60	10		10204	40			100		
4352	1980	7	6	12	320	10		10211	70			93		
4352	1980	7	6	15	20	10		10221	40			100		
4352	1980	7	6	18	40	20		10224	40			100		
4352	1980	7	6	21	170	20		10233	40			100		
4352	1980	7	7	0	10	10		10236	40			100		
4352	1980	7	7	18	320	10		10235	40			87		
4352	1980	7	7	21	90	10		10236	40			81		
4352	1980	7	8	18	50	20		10264	30			93		
4352	1980	7	8	21	290	10		10269	20			100		
4352	1980	7	9	0	60	20		10269	20			100		
4352	1980	7	9	18	310	10		10245	30			87		
4352	1980	7	9	21	290	10		10238	20			93		
4352	1980	7	10	0	260	10		10221	10			100		
4352	1980	7	11	0	310	10		10165	30			87		
4352	1980	7	11	6	190	10		10169	20			100		
4352	1980	7	11	12	340	20		10177	30			93		
