Station;year;month;day;601;pc
3431050;2014;1;1;0;24
3431050;2014;1;2;0;24
3431050;2014;1;3;0;24
3431050;2014;1;4;0;24
3431050;2014;1;5;0;24
3431050;2014;1;6;0;24
3431050;2014;1;7;0,4;24
3431050;2014;1;8;3,8;24
3431050;2014;1;9;0;24
3431050;2014;1;10;0;24
3431050;2014;1;11;0;24
3431050;2014;1;12;0;24
3431050;2014;1;13;0;24
3431050;2014;1;14;0;24
3431050;2014;1;15;0;24
3431050;2014;1;16;0;24
3431050;2014;1;17;0;24
3431050;2014;1;18;0;24
3431050;2014;1;19;0;24
3431050;2014;1;20;0;24
3431050;2014;1;21;0,4;24
3431050;2014;1;22;0,2;24
3431050;2014;1;23;0;24
3431050;2014;1;24;0;24
3431050;2014;1;25;0;24
3431050;2014;1;26;0;24
3431050;2014;1;27;0,6;24
3431050;2014;1;28;0,4;24
3431050;2014;1;29;0,6;24
3431050;2014;1;30;0;24
3431050;2014;1;31;3,3;24
3431050;2014;2;1;0;24
3431050;2014;2;2;0,2;24
3431050;2014;2;3;0,6;24
3431050;2014;2;4;0;24
3431050;2014;2;5;0;24
3431050;2014;2;6;0;24
3431050;2014;2;7;0,5;24
3431050;2014;2;8;0;24
3431050;2014;2;9;0,7;24
3431050;2014;2;10;1,8;24
3431050;2014;2;11;0,6;24
3431050;2014;2;12;1,7;24
3431050;2014;2;13;2,3;24
3431050;2014;2;14;3,4;24
3431050;2014;2;15;0,1;24
3431050;2014;2;16;0,2;24
3431050;2014;2;17;0;24
3431050;2014;2;18;0;24
3431050;2014;2;19;0;24
3431050;2014;2;20;0;24
3431050;2014;2;21;0;24
3431050;2014;2;22;0;24
3431050;2014;2;23;0;24
3431050;2014;2;24;0,8;24
3431050;2014;2;25;3;24
3431050;2014;2;26;0,6;24
3431050;2014;2;27;0;24
3431050;2014;2;28;0,8;24
3431050;2014;3;1;0;24
3431050;2014;3;2;0,3;24
3431050;2014;3;3;0;24
3431050;2014;3;4;0,4;24
3431050;2014;3;5;0;24
3431050;2014;3;6;0,3;24
3431050;2014;3;7;0,5;24
3431050;2014;3;8;7,3;24
3431050;2014;3;9;9,8;24
3431050;2014;3;10;0,2;24
3431050;2014;3;11;1,9;24
3431050;2014;3;12;1,1;24
3431050;2014;3;13;0,2;24
3431050;2014;3;14;0,5;24
3431050;2014;3;15;2,9;24
3431050;2014;3;16;0,1;24
3431050;2014;3;17;0,1;24
3431050;2014;3;18;1;24
3431050;2014;3;19;0,1;24
3431050;2014;3;20;0;24
3431050;2014;3;21;0;24
3431050;2014;3;22;0,2;24
3431050;2014;3;23;0;24
3431050;2014;3;24;0,1;24
3431050;2014;3;25;0;24
3431050;2014;3;26;0,5;24
3431050;2014;3;27;0,1;24
3431050;2014;3;28;0;24
3431050;2014;3;29;0;24
3431050;2014;3;30;0;24
3431050;2014;3;31;0;24
3431050;2014;4;1;0;24
3431050;2014;4;2;0;24
3431050;2014;4;3;0;24
3431050;2014;4;4;0;24
3431050;2014;4;5;0;24
3431050;2014;4;6;0;24
3431050;2014;4;7;0;24
3431050;2014;4;8;10,1;24
3431050;2014;4;9;9,4;24
3431050;2014;4;10;0;24
3431050;2014;4;11;0;24
3431050;2014;4;12;0;24
3431050;2014;4;13;0;24
3431050;2014;4;14;0;24
3431050;2014;4;15;0,3;24
3431050;2014;4;16;3,7;24
3431050;2014;4;17;0;24
3431050;2014;4;18;0;24
3431050;2014;4;19;0;24
3431050;2014;4;20;0;24
3431050;2014;4;21;0;24
3431050;2014;4;22;0;24
3431050;2014;4;23;0;24
3431050;2014;4;24;0;24
3431050;2014;4;25;0;24
3431050;2014;4;26;0;24
3431050;2014;4;27;0;24
3431050;2014;4;28;0;24
3431050;2014;4;29;0;24
3431050;2014;4;30;0;24
3431050;2014;5;1;0,8;24
3431050;2014;5;2;0;24
3431050;2014;5;3;0;24
3431050;2014;5;4;0;24
3431050;2014;5;5;0;24
3431050;2014;5;6;0,6;24
3431050;2014;5;7;0;24
3431050;2014;5;8;0;24
3431050;2014;5;9;0,4;24
3431050;2014;5;10;0,3;24
3431050;2014;5;11;3,7;24
3431050;2014;5;12;2,1;24
3431050;2014;5;13;0;24
3431050;2014;5;14;0;24
3431050;2014;5;15;0;24
3431050;2014;5;16;0;24
3431050;2014;5;17;0;24
3431050;2014;5;18;0;24
3431050;2014;5;19;10;24
3431050;2014;5;20;0,2;24
3431050;2014;5;21;0;24
3431050;2014;5;22;0;24
3431050;2014;5;23;0;24
3431050;2014;5;24;0;24
3431050;2014;5;25;0;24
3431050;2014;5;26;0;24
3431050;2014;5;27;0;24
3431050;2014;5;28;0;24
3431050;2014;5;29;0;24
3431050;2014;5;30;1,2;24
3431050;2014;5;31;0;24
3431050;2014;6;1;0,8;24
3431050;2014;6;2;0;24
3431050;2014;6;3;2,7;24
3431050;2014;6;4;0;24
3431050;2014;6;5;0;24
3431050;2014;6;6;0;24
3431050;2014;6;7;0,8;24
3431050;2014;6;8;0;24
3431050;2014;6;9;0;24
3431050;2014;6;10;0;24
3431050;2014;6;11;0;24
3431050;2014;6;12;0;24
3431050;2014;6;13;0,4;24
3431050;2014;6;14;0;24
3431050;2014;6;15;0;24
3431050;2014;6;16;2,5;24
3431050;2014;6;17;0;24
3431050;2014;6;18;0;24
3431050;2014;6;19;0;24
3431050;2014;6;20;0;24
3431050;2014;6;21;0;24
3431050;2014;6;22;0;24
3431050;2014;6;23;0;24
3431050;2014;6;24;0;24
3431050;2014;6;25;0;24
3431050;2014;6;26;0;24
3431050;2014;6;27;0;24
3431050;2014;6;28;0;24
3431050;2014;6;29;0;24
3431050;2014;6;30;0;24
3431050;2014;7;1;0;24
3431050;2014;7;2;0;24
3431050;2014;7;3;0;24
3431050;2014;7;4;0;24
3431050;2014;7;5;0;24
3431050;2014;7;6;0;24
3431050;2014;7;7;0;24
3431050;2014;7;8;0;24
3431050;2014;7;9;0;24
3431050;2014;7;10;0,8;24
3431050;2014;7;11;0;24
3431050;2014;7;12;0;24
3431050;2014;7;13;0;24
3431050;2014;7;14;0;24
3431050;2014;7;15;0;24
3431050;2014;7;16;0;24
3431050;2014;7;17;0,3;24
3431050;2014;7;18;0;24
3431050;2014;7;19;0;24
3431050;2014;7;20;0;24
3431050;2014;7;21;0;24
3431050;2014;7;22;0;24
3431050;2014;7;23;0;24
3431050;2014;7;24;3,6;24
3431050;2014;7;25;0;24
3431050;2014;7;26;0;24
3431050;2014;7;27;0;24
3431050;2014;7;28;0;24
3431050;2014;7;29;0,2;24
3431050;2014;7;30;2;24
3431050;2014;7;31;4;24
3431050;2014;8;1;0;24
3431050;2014;8;2;0;24
3431050;2014;8;3;0;24
3431050;2014;8;4;0;24
3431050;2014;8;5;0;24
3431050;2014;8;6;0;24
3431050;2014;8;7;0;24
3431050;2014;8;8;0;24
3431050;2014;8;9;0;24
3431050;2014;8;10;0;24
3431050;2014;8;11;0;24
3431050;2014;8;12;0;24
3431050;2014;8;13;0;24
3431050;2014;8;14;0;24
3431050;2014;8;15;0;24
3431050;2014;8;16;0;24
3431050;2014;8;17;0;24
3431050;2014;8;18;0;24
3431050;2014;8;19;0;24
3431050;2014;8;20;0;24
3431050;2014;8;21;0;24
3431050;2014;8;22;0;24
3431050;2014;8;23;0,3;24
3431050;2014;8;24;0;24
3431050;2014;8;25;0;24
3431050;2014;8;26;0;24
3431050;2014;8;27;5;24
3431050;2014;8;28;0;24
3431050;2014;8;29;0;24
3431050;2014;8;30;0;24
3431050;2014;8;31;0;24
3431050;2014;9;1;0;24
3431050;2014;9;2;2;24
3431050;2014;9;3;0,5;24
3431050;2014;9;4;0;24
3431050;2014;9;5;0;24
3431050;2014;9;6;0;24
3431050;2014;9;7;0;24
3431050;2014;9;8;0;24
3431050;2014;9;9;0;24
3431050;2014;9;10;0;24
3431050;2014;9;11;0;24
3431050;2014;9;12;2,5;24
3431050;2014;9;13;0;24
3431050;2014;9;14;1,7;24
3431050;2014;9;15;7,3;24
3431050;2014;9;16;17;24
3431050;2014;9;17;8,9;24
3431050;2014;9;18;6,2;24
3431050;2014;9;19;1,3;24
3431050;2014;9;20;0,5;24
3431050;2014;9;21;0,5;24
3431050;2014;9;22;1,4;24
3431050;2014;9;23;0;24
3431050;2014;9;24;0;24
3431050;2014;9;25;0,3;24
3431050;2014;9;26;0,1;24
3431050;2014;9;27;0;24
3431050;2014;9;28;0;24
3431050;2014;9;29;0;24
3431050;2014;9;30;0;24
3431050;2014;10;1;0;24
3431050;2014;10;2;4,5;24
3431050;2014;10;3;5,1;24
3431050;2014;10;4;6,4;24
3431050;2014;10;5;2,5;24
3431050;2014;10;6;4,5;24
3431050;2014;10;7;3;24
3431050;2014;10;8;5;24
3431050;2014;10;9;2;24
3431050;2014;10;10;0;24
3431050;2014;10;11;0;24
3431050;2014;10;12;0;24
3431050;2014;10;13;0;24
3431050;2014;10;14;0;24
3431050;2014;10;15;0;24
3431050;2014;10;16;0;24
3431050;2014;10;17;0;24
3431050;2014;10;18;0;24
3431050;2014;10;19;0;24
3431050;2014;10;20;1,2;24
3431050;2014;10;21;3,9;24
3431050;2014;10;22;9,3;24
3431050;2014;10;23;8,1;24
3431050;2014;10;24;7,4;24
3431050;2014;10;25;9,9;24
