Station;År;Måned;Dag;Time(utc);101;112;113;122;123;201;301;305;365;371;401;504;550;601;603;609;801
423100;2014;01;01;0;-14,6;-13,1;;-16,0;;70,0;3,5;4,3;52;54;1006,7;;;;;;60
423100;2014;01;01;1;-15,2;-14,0;;-16,5;;71,0;3,0;4,7;58;55;1006,3;;;;;;40
423100;2014;01;01;2;-14,6;-13,7;;-16,4;;69,0;3,1;4,5;47;62;1006,2;;;;;;10
423100;2014;01;01;3;-15,1;-13,2;;-17,4;;69,0;2,0;3,0;61;64;1005,7;;;;;;90
423100;2014;01;01;4;-16,3;-13,6;;-18,4;;72,0;0,8;4,5;34;64;1005,0;;;;;;90
423100;2014;01;01;5;-16,2;-15,0;;-17,2;;72,0;2,1;2,8;66;60;1004,5;;;;;;0
423100;2014;01;01;6;-16,7;-14,8;-8,9;-18,3;-18,5;72,0;2,5;4,1;60;55;1003,9;;;;0,0;;10
423100;2014;01;01;7;-16,2;-14,6;;-18,1;;72,0;1,8;4,8;326;60;1003,6;;;;;;0
423100;2014;01;01;8;-14,8;-11,7;;-18,4;;69,0;1,9;4,7;78;62;1003,0;;;;;;0
423100;2014;01;01;9;-13,1;-10,6;;-14,8;;64,0;1,7;4,8;255;73;1003,0;;;;;;10
423100;2014;01;01;10;-14,5;-13,3;;-16,2;;67,0;0,9;2,9;275;108;1003,0;;;;;;0
423100;2014;01;01;11;-13,3;-9,2;;-16,1;;67,0;3,9;5,8;59;57;1002,6;;;;;;0
423100;2014;01;01;12;-7,2;-5,1;;-9,8;;58,0;4,9;7,1;67;67;1002,3;;;;;;100
423100;2014;01;01;13;-6,9;-5,2;;-8,4;;58,0;6,5;7,8;67;61;1001,9;;;;;;0
423100;2014;01;01;14;-5,6;-4,4;;-7,7;;56,0;7,1;9,1;62;62;1001,9;;;;;;10
423100;2014;01;01;15;-4,2;-3,8;;-4,7;;54,0;5,5;8,4;60;58;1001,5;;;;;;40
423100;2014;01;01;16;-3,6;-2,7;;-4,8;;55,0;6,4;8,6;65;60;1001,2;;;;;;90
423100;2014;01;01;17;-3,4;-2,5;;-4,8;;53,0;6,3;6,9;83;76;1000,6;;;;;;60
423100;2014;01;01;18;-4,9;-3,5;-2,5;-6,0;-18,4;59,0;4,2;6,9;59;67;1000,8;;;;0,0;;90
423100;2014;01;01;19;-3,1;-1,2;;-5,4;;56,0;5,9;7,8;84;59;1000,8;;;;;;90
423100;2014;01;01;20;-2,0;-1,5;;-2,5;;54,0;5,1;10,5;51;71;1000,9;;;;;;90
423100;2014;01;01;21;-2,7;-2,0;;-4,5;;53,0;3,7;6,0;68;57;1001,2;;;;;;40
423100;2014;01;01;22;-3,8;-2,7;;-4,7;;54,0;4,7;6,4;54;64;1001,5;;;;;;10
423100;2014;01;01;23;-4,9;-4,1;;-5,8;;56,0;5,0;6,1;58;59;1001,6;;;;;;0
423100;2014;01;02;0;-4,9;-4,2;;-5,6;;54,0;5,9;7,7;61;56;1001,6;;;;;;0
423100;2014;01;02;1;-4,9;-3,7;;-6,2;;51,0;5,7;7,1;82;72;1001,8;;;;;;0
423100;2014;01;02;2;-5,9;-5,3;;-6,5;;53,0;6,8;8,0;70;72;1001,8;;;;;;0
423100;2014;01;02;3;-6,8;-5,8;;-8,0;;55,0;5,5;7,6;73;71;1001,5;;;;;;0
423100;2014;01;02;4;-6,3;-5,4;;-7,6;;52,0;6,3;7,2;79;64;1001,3;;;;;;0
423100;2014;01;02;5;-6,7;-5,3;;-8,3;;53,0;6,0;7,3;69;67;1001,2;;;;;;0
423100;2014;01;02;6;-7,9;-7,5;-1,1;-8,6;-8,6;56,0;6,0;7,6;67;65;1001,3;;;;0,0;;10
423100;2014;01;02;7;-7,9;-6,1;;-9,4;;54,0;4,4;6,9;72;71;1001,2;;;;;;0
423100;2014;01;02;8;-9,0;-7,6;;-10,0;;58,0;6,0;6,9;80;75;1001,2;;;;;;0
423100;2014;01;02;9;-10,2;-9,2;;-11,0;;61,0;5,0;6,9;71;78;1001,2;;;;;;0
423100;2014;01;02;10;-10,4;-9,8;;-11,3;;60,0;3,9;6,7;63;66;1001,3;;;;;;0
423100;2014;01;02;11;-10,0;-9,4;;-10,6;;57,0;3,4;5,4;56;78;1001,3;;;;;;0
423100;2014;01;02;12;-11,4;-9,8;;-12,8;;60,0;3,3;5,6;57;75;1001,3;;;;;;0
423100;2014;01;02;13;-12,7;-11,0;;-14,0;;64,0;3,5;4,6;70;67;1001,2;;;;;;0
423100;2014;01;02;14;-11,5;-10,4;;-13,4;;60,0;3,5;6,1;70;64;1001,1;;;;;;0
423100;2014;01;02;15;-12,4;-10,7;;-14,5;;61,0;2,8;5,4;64;72;1001,2;;;;;;0
423100;2014;01;02;16;-12,5;-11,0;;-14,6;;62,0;2,7;4,0;58;54;1000,8;;;;;;0
423100;2014;01;02;17;-13,1;-11,6;;-15,6;;62,0;2,9;3,8;59;58;1000,9;;;;;;0
423100;2014;01;02;18;-13,1;-12,2;-6,1;-14,1;-15,7;63,0;2,6;4,0;60;61;1001,3;;;;0,0;;10
423100;2014;01;02;19;-14,6;-13,0;;-15,7;;65,0;1,7;3,6;74;63;1001,3;;;;;;0
423100;2014;01;02;20;-14,8;-14,0;;-16,2;;65,0;0,7;2,9;126;78;1001,8;;;;;;0
423100;2014;01;02;21;-15,3;-14,3;;-16,5;;68,0;1,4;2,0;81;94;1002,4;;;;;;0
423100;2014;01;02;22;-17,5;-15,6;;-19,5;;70,0;2,8;3,7;69;76;1003,0;;;;;;0
423100;2014;01;02;23;-19,2;-17,0;;-21,0;;73,0;3,9;5,0;65;64;1003,2;;;;;;0
423100;2014;01;03;0;-18,6;-17,0;;-20,4;;72,0;3,5;4,5;67;59;1003,4;;;;;;0
423100;2014;01;03;1;-19,2;-17,9;;-20,1;;73,0;3,7;4,4;70;65;1003,9;;;;;;0
423100;2014;01;03;2;-19,9;-19,1;;-20,7;;74,0;3,1;4,4;61;65;1004,2;;;;;;0
423100;2014;01;03;3;-21,6;-19,3;;-23,6;;75,0;3,5;5,7;52;61;1004,4;;;;;;0
423100;2014;01;03;4;-19,9;-18,8;;-21,5;;74,0;4,6;6,9;52;59;1004,6;;;;;;0
423100;2014;01;03;5;-20,1;-18,9;;-20,7;;73,0;4,2;6,2;54;59;1004,9;;;;;;0
423100;2014;01;03;6;-21,8;-20,5;-13,0;-23,0;-23,6;75,0;3,9;5,5;56;59;1005,5;;;;0,0;;10
423100;2014;01;03;7;-22,1;-21,0;;-23,5;;76,0;4,0;5,5;60;60;1006,1;;;;;;60
423100;2014;01;03;8;-21,2;-20,1;;-23,2;;75,0;4,9;6,0;63;57;1006,9;;;;;;40
423100;2014;01;03;9;-22,1;-19,6;;-23,4;;76,0;4,6;6,1;51;52;1007,5;;;;;;90
423100;2014;01;03;10;-20,6;-18,8;;-22,4;;76,0;2,0;6,5;71;50;1007,8;;;;;;90
423100;2014;01;03;11;-20,1;-19,2;;-20,7;;76,0;3,8;5,7;52;46;1008,0;;;;;;90
423100;2014;01;03;12;-19,0;-18,6;;-19,4;;75,0;4,4;5,7;66;58;1008,2;;;;;;90
423100;2014;01;03;13;-18,5;-18,3;;-18,7;;75,0;4,5;5,8;62;53;1008,4;;;;;;100
423100;2014;01;03;14;-18,2;-18,0;;-18,5;;74,0;4,1;5,3;48;56;1008,6;;;;;;90
423100;2014;01;03;15;-18,2;-17,9;;-18,4;;73,0;3,2;5,2;72;55;1008,7;;;;;;100
423100;2014;01;03;16;-18,1;-17,8;;-18,3;;72,0;4,0;5,3;46;54;1008,5;;;;;;100
