Station;År;Måned;Dag;Time(utc);101;112;113;122;123;201;301;305;365;371;401;504;550;601;603;609;801
435100;2014;01;01;0;-0,9;;;;;51,0;3,1;4,6;46;46;1012,1;;;;;;
435100;2014;01;01;1;-1,0;;;;;46,0;11,8;14,4;58;58;1012,4;;;;;;
435100;2014;01;01;2;-2,2;;;;;56,0;8,2;10,8;69;69;1012,5;;;;;;
435100;2014;01;01;3;-1,2;;;;;52,0;6,7;9,8;348;348;1012,3;;;;;;
435100;2014;01;01;4;-1,8;;;;;52,0;3,6;8,8;3;3;1012,4;;;;;;
435100;2014;01;01;5;-2,6;;;;;56,0;2,1;3,1;58;58;1012,0;;;;;;
435100;2014;01;01;6;-2,8;;;;;67,0;2,6;3,6;200;200;1012,3;;;;;;
435100;2014;01;01;7;-3,5;;;;;67,0;1,0;2,1;67;67;1012,5;;;;;;
435100;2014;01;01;8;-3,0;;;;;58,0;2,1;3,1;79;79;1012,8;;;;;;
435100;2014;01;01;9;-3,4;;;;;52,0;14,4;17,5;60;60;1013,1;;;;;;
435100;2014;01;01;10;-3,9;;;;;54,0;10,8;12,9;62;62;1013,5;;;;;;
435100;2014;01;01;11;-2,8;;;;;37,0;5,1;7,2;33;33;1013,9;;;;;;
435100;2014;01;01;12;-4,1;;;;;55,0;1,0;2,1;53;53;1014,0;;;;;;
435100;2014;01;01;13;-4,9;;;;;52,0;2,6;4,1;61;61;1014,1;;;;;;
435100;2014;01;01;14;-4,0;;;;;45,0;4,6;5,7;40;40;1013,7;;;;;;
435100;2014;01;01;15;-4,3;;;;;57,0;5,7;7,2;319;319;1013,0;;;;;;
435100;2014;01;01;16;-5,1;;;;;58,0;2,1;3,1;63;63;1013,1;;;;;;
435100;2014;01;01;17;-4,8;;;;;48,0;2,1;4,1;74;74;1012,4;;;;;;
435100;2014;01;01;18;-4,6;;;;;53,0;2,1;3,6;348;348;1011,7;;;;;;
435100;2014;01;01;19;-5,2;;;;;66,0;4,1;4,6;322;322;1011,4;;;;;;
435100;2014;01;01;20;-5,5;;;;;68,0;3,1;3,6;293;293;1011,0;;;;;;
435100;2014;01;01;21;-5,8;;;;;59,0;1,0;2,1;308;308;1010,9;;;;;;
435100;2014;01;01;22;-6,5;;;;;72,0;5,1;5,7;95;95;1010,6;;;;;;
435100;2014;01;01;23;-7,9;;;;;79,0;2,1;3,1;67;67;1010,6;;;;;;
435100;2014;01;02;0;-8,5;;;;;78,0;5,1;6,2;64;64;1010,1;;;;;;
435100;2014;01;02;1;-8,1;;;;;72,0;3,6;5,1;46;46;1010,0;;;;;;
435100;2014;01;02;2;-7,8;;;;;71,0;2,6;3,1;46;46;1009,8;;;;;;
435100;2014;01;02;3;-8,1;;;;;65,0;2,1;3,1;46;46;1009,7;;;;;;
435100;2014;01;02;4;-8,2;;;;;63,0;2,1;3,1;41;41;1009,5;;;;;;
435100;2014;01;02;5;-7,8;;;;;61,0;1,0;1,0;41;41;1009,2;;;;;;
435100;2014;01;02;6;-7,8;;;;;75,0;2,6;4,6;328;328;1008,7;;;;;;
435100;2014;01;02;7;-7,7;;;;;73,0;4,1;5,1;324;324;1008,1;;;;;;
435100;2014;01;02;8;-8,3;;;;;73,0;4,1;4,6;310;310;1007,5;;;;;;
435100;2014;01;02;9;-8,1;;;;;72,0;2,6;3,6;291;291;1007,0;;;;;;
435100;2014;01;02;10;-8,2;;;;;78,0;2,6;3,1;313;313;1006,4;;;;;;
435100;2014;01;02;11;-7,7;;;;;72,0;3,1;4,1;321;321;1005,7;;;;;;
435100;2014;01;02;12;-6,9;;;;;57,0;2,6;5,7;309;309;1005,2;;;;;;
